Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       20.00% |       52.38% |       1.2841 |       1.0152 |          0.0010 |
|       5 |          50 |       00:00:26 |       90.00% |       57.14% |       0.1776 |       1.2010 |          0.0010 |
|      10 |         100 |       00:00:51 |      100.00% |       85.71% |       0.0337 |       0.4268 |          0.0010 |
|      14 |         150 |       00:01:16 |       90.00% |       90.48% |       0.2314 |       0.3161 |          0.0001 |
|      19 |         200 |       00:01:40 |      100.00% |       95.24% |       0.0288 |       0.2544 |          0.0001 |
|      23 |         250 |       00:02:04 |      100.00% |       95.24% |       0.0158 |       0.2678 |      1.0000e-05 |
|      28 |         300 |       00:02:28 |      100.00% |       95.24% |       0.0473 |       0.2595 |      1.0000e-05 |
|      32 |         350 |       00:02:53 |       90.00% |       90.48% |       0.2189 |       0.3317 |      1.0000e-06 |
|      37 |         400 |       00:03:16 |      100.00% |       90.48% |       0.0180 |       0.2928 |      1.0000e-06 |
|      41 |         450 |       00:03:41 |      100.00% |       95.24% |       0.0148 |       0.2842 |      1.0000e-07 |
|      46 |         500 |       00:04:06 |       90.00% |       90.48% |       0.3114 |       0.3309 |      1.0000e-07 |
|      50 |         550 |       00:04:30 |      100.00% |       95.24% |       0.0222 |       0.2582 |      1.0000e-07 |
|      55 |         600 |       00:04:55 |      100.00% |       95.24% |       0.0204 |       0.2584 |      1.0000e-08 |
|      60 |         650 |       00:05:20 |      100.00% |       95.24% |       0.0329 |       0.2839 |      1.0000e-08 |
|      64 |         700 |       00:05:45 |      100.00% |       95.24% |       0.0411 |       0.2851 |      1.0000e-09 |
|      69 |         750 |       00:06:09 |      100.00% |       95.24% |       0.0152 |       0.2849 |      1.0000e-09 |
|      73 |         800 |       00:06:34 |      100.00% |       95.24% |       0.0417 |       0.2584 |      1.0000e-10 |
|      78 |         850 |       00:06:58 |      100.00% |       90.48% |       0.0287 |       0.3350 |      1.0000e-10 |
|      82 |         900 |       00:07:22 |       90.00% |       95.24% |       0.2991 |       0.2838 |      1.0000e-11 |
|      87 |         950 |       00:07:47 |      100.00% |       95.24% |       0.0062 |       0.2583 |      1.0000e-11 |
|      91 |        1000 |       00:08:11 |       90.00% |       95.24% |       0.2000 |       0.2582 |      1.0000e-12 |
|      96 |        1050 |       00:08:36 |      100.00% |       95.24% |       0.0285 |       0.2582 |      1.0000e-12 |
|     100 |        1100 |       00:09:01 |      100.00% |       90.48% |       0.0224 |       0.3061 |      1.0000e-12 |
|======================================================================================================================|
