Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |       42.86% |       1.2117 |       1.0828 |          0.0010 |
|       5 |          50 |       00:00:24 |       70.00% |       52.38% |       0.4064 |       1.0784 |          0.0010 |
|      10 |         100 |       00:00:48 |      100.00% |       57.14% |       0.1206 |       1.0184 |          0.0010 |
|      14 |         150 |       00:01:12 |       80.00% |       52.38% |       0.5897 |       1.0225 |          0.0001 |
|      19 |         200 |       00:01:36 |      100.00% |       47.62% |       0.0788 |       1.2090 |          0.0001 |
|      23 |         250 |       00:01:59 |      100.00% |       52.38% |       0.1561 |       1.3665 |      1.0000e-05 |
|      28 |         300 |       00:02:23 |       70.00% |       47.62% |       0.8271 |       1.2875 |      1.0000e-05 |
|      32 |         350 |       00:02:47 |       90.00% |       47.62% |       0.1970 |       1.2888 |      1.0000e-06 |
|      37 |         400 |       00:03:10 |       90.00% |       47.62% |       0.4230 |       1.2416 |      1.0000e-06 |
|      41 |         450 |       00:03:33 |       80.00% |       47.62% |       0.5310 |       1.2791 |      1.0000e-07 |
|      46 |         500 |       00:03:57 |       90.00% |       57.14% |       0.2738 |       1.1133 |      1.0000e-07 |
|      50 |         550 |       00:04:20 |       90.00% |       42.86% |       0.2086 |       1.1764 |      1.0000e-07 |
|      55 |         600 |       00:04:44 |       80.00% |       52.38% |       0.6026 |       1.4514 |      1.0000e-08 |
|      60 |         650 |       00:05:08 |       90.00% |       52.38% |       0.3845 |       1.1280 |      1.0000e-08 |
|      64 |         700 |       00:05:32 |       80.00% |       52.38% |       0.3707 |       1.1271 |      1.0000e-09 |
|      69 |         750 |       00:05:56 |      100.00% |       47.62% |       0.1736 |       1.3662 |      1.0000e-09 |
|      73 |         800 |       00:06:19 |       80.00% |       47.62% |       0.5617 |       1.2474 |      1.0000e-10 |
|      78 |         850 |       00:06:44 |       90.00% |       57.14% |       0.3622 |       1.0511 |      1.0000e-10 |
|      82 |         900 |       00:07:07 |      100.00% |       52.38% |       0.0995 |       1.1899 |      1.0000e-11 |
|      87 |         950 |       00:07:31 |       90.00% |       57.14% |       0.4888 |       1.1233 |      1.0000e-11 |
|      91 |        1000 |       00:07:55 |      100.00% |       47.62% |       0.1037 |       1.2791 |      1.0000e-12 |
|      96 |        1050 |       00:08:19 |       90.00% |       52.38% |       0.4913 |       1.1024 |      1.0000e-12 |
|     100 |        1100 |       00:08:43 |       80.00% |       57.14% |       0.6184 |       1.0968 |      1.0000e-12 |
|======================================================================================================================|
