Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |        0.00% |       2.0383 |       2.2382 |          0.0010 |
|       5 |          18 |       00:00:02 |       55.56% |       25.00% |       1.4680 |       2.2444 |          0.0010 |
|       9 |          36 |       00:00:04 |      100.00% |       50.00% |       0.5193 |       1.6603 |          0.0010 |
|      13 |          50 |       00:00:05 |       88.89% |              |       0.5596 |              |          0.0001 |
|      14 |          54 |       00:00:06 |       88.89% |       50.00% |       0.6638 |       1.5928 |          0.0001 |
|      18 |          72 |       00:00:07 |       88.89% |       50.00% |       0.4086 |       1.5766 |          0.0001 |
|      23 |          90 |       00:00:09 |       88.89% |       50.00% |       0.5207 |       1.6662 |      1.0000e-05 |
|      25 |         100 |       00:00:10 |      100.00% |              |       0.2636 |              |      1.0000e-05 |
|      27 |         108 |       00:00:11 |       88.89% |       50.00% |       0.3690 |       1.6218 |      1.0000e-05 |
|      32 |         126 |       00:00:13 |      100.00% |       50.00% |       0.2561 |       1.6028 |      1.0000e-06 |
|      36 |         144 |       00:00:14 |       88.89% |       50.00% |       0.4428 |       1.6005 |      1.0000e-06 |
|      38 |         150 |       00:00:15 |       88.89% |              |       0.3817 |              |      1.0000e-06 |
|      41 |         162 |       00:00:16 |       77.78% |       50.00% |       0.5401 |       1.6005 |      1.0000e-07 |
|      45 |         180 |       00:00:18 |      100.00% |       50.00% |       0.4667 |       1.6004 |      1.0000e-07 |
|      50 |         198 |       00:00:20 |       88.89% |       50.00% |       0.5589 |       1.6003 |      1.0000e-07 |
|      50 |         200 |       00:00:20 |       88.89% |              |       0.3197 |              |      1.0000e-07 |
|      54 |         216 |       00:00:22 |      100.00% |       50.00% |       0.3472 |       1.6003 |      1.0000e-08 |
|      59 |         234 |       00:00:23 |       88.89% |       50.00% |       0.4612 |       1.6002 |      1.0000e-08 |
|      63 |         250 |       00:00:25 |      100.00% |              |       0.4418 |              |      1.0000e-09 |
|      63 |         252 |       00:00:25 |      100.00% |       50.00% |       0.3698 |       1.6002 |      1.0000e-09 |
|      68 |         270 |       00:00:27 |      100.00% |       50.00% |       0.3855 |       1.6002 |      1.0000e-09 |
|      72 |         288 |       00:00:29 |       77.78% |       50.00% |       0.6633 |       1.6002 |      1.0000e-10 |
|      75 |         300 |       00:00:30 |      100.00% |              |       0.3146 |              |      1.0000e-10 |
|      77 |         306 |       00:00:31 |      100.00% |       50.00% |       0.2971 |       1.6002 |      1.0000e-10 |
|      81 |         324 |       00:00:33 |      100.00% |       50.00% |       0.3478 |       1.6002 |      1.0000e-11 |
|      86 |         342 |       00:00:34 |       77.78% |       50.00% |       0.6242 |       1.6002 |      1.0000e-11 |
|      88 |         350 |       00:00:35 |      100.00% |              |       0.3158 |              |      1.0000e-11 |
|      90 |         360 |       00:00:36 |      100.00% |       50.00% |       0.5215 |       1.6002 |      1.0000e-11 |
|      95 |         378 |       00:00:38 |       88.89% |       50.00% |       0.3175 |       1.6002 |      1.0000e-12 |
|      99 |         396 |       00:00:40 |      100.00% |       50.00% |       0.3011 |       1.6002 |      1.0000e-12 |
|     100 |         400 |       00:00:40 |      100.00% |       50.00% |       0.3239 |       1.6002 |      1.0000e-12 |
|======================================================================================================================|
