Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       22.22% |        0.00% |       2.0280 |       2.0636 |          0.0010 |
|       5 |          18 |       00:00:02 |       22.22% |        0.00% |       1.7660 |       2.4755 |          0.0010 |
|       9 |          36 |       00:00:03 |       44.44% |        0.00% |       1.3664 |       2.4087 |          0.0010 |
|      13 |          50 |       00:00:05 |       22.22% |              |       1.3540 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       88.89% |        0.00% |       0.8227 |       2.4564 |          0.0001 |
|      18 |          72 |       00:00:07 |       66.67% |        0.00% |       1.0440 |       2.0679 |          0.0001 |
|      23 |          90 |       00:00:08 |       66.67% |        0.00% |       0.7706 |       2.1682 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       77.78% |              |       0.8851 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       66.67% |        0.00% |       1.1135 |       2.2127 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       77.78% |        0.00% |       1.1088 |       2.2230 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       44.44% |        0.00% |       1.4496 |       2.2242 |      1.0000e-06 |
|      38 |         150 |       00:00:13 |       55.56% |              |       1.0491 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       33.33% |        0.00% |       1.3071 |       2.2252 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |       77.78% |        0.00% |       0.9286 |       2.2254 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |       66.67% |        0.00% |       0.7353 |       2.2256 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       55.56% |              |       1.2202 |              |      1.0000e-07 |
|      54 |         216 |       00:00:19 |       77.78% |        0.00% |       1.2394 |       2.2256 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |       77.78% |        0.00% |       1.1764 |       2.2256 |      1.0000e-08 |
|      63 |         250 |       00:00:22 |       66.67% |              |       1.2031 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |       55.56% |        0.00% |       0.9531 |       2.2256 |      1.0000e-09 |
|      68 |         270 |       00:00:24 |       77.78% |        0.00% |       0.8823 |       2.2256 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |       44.44% |        0.00% |       1.4082 |       2.2256 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |       66.67% |              |       1.2086 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |       55.56% |        0.00% |       0.8673 |       2.2256 |      1.0000e-10 |
|      81 |         324 |       00:00:29 |       44.44% |        0.00% |       0.9664 |       2.2256 |      1.0000e-11 |
|      86 |         342 |       00:00:31 |       33.33% |        0.00% |       1.5171 |       2.2256 |      1.0000e-11 |
|      88 |         350 |       00:00:32 |       44.44% |              |       1.5017 |              |      1.0000e-11 |
|      90 |         360 |       00:00:32 |       55.56% |        0.00% |       1.0379 |       2.2256 |      1.0000e-11 |
|      95 |         378 |       00:00:34 |       66.67% |        0.00% |       1.1472 |       2.2256 |      1.0000e-12 |
|      99 |         396 |       00:00:36 |       44.44% |        0.00% |       1.1218 |       2.2256 |      1.0000e-12 |
|     100 |         400 |       00:00:36 |       77.78% |        0.00% |       1.0581 |       2.2256 |      1.0000e-12 |
|======================================================================================================================|
