Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       22.22% |       25.00% |       2.1517 |       2.0455 |          0.0010 |
|       5 |          18 |       00:00:02 |       44.44% |        0.00% |       1.4174 |       2.0380 |          0.0010 |
|       9 |          36 |       00:00:04 |       55.56% |       75.00% |       0.8806 |       1.2717 |          0.0010 |
|      13 |          50 |       00:00:06 |       77.78% |              |       0.8065 |              |          0.0001 |
|      14 |          54 |       00:00:06 |      100.00% |       75.00% |       0.4508 |       1.1113 |          0.0001 |
|      18 |          72 |       00:00:08 |      100.00% |       50.00% |       0.4812 |       1.1550 |          0.0001 |
|      23 |          90 |       00:00:10 |      100.00% |       50.00% |       0.3472 |       1.1589 |      1.0000e-05 |
|      25 |         100 |       00:00:12 |      100.00% |              |       0.2598 |              |      1.0000e-05 |
|      27 |         108 |       00:00:13 |       77.78% |       50.00% |       0.7832 |       1.1651 |      1.0000e-05 |
|      32 |         126 |       00:00:15 |      100.00% |       50.00% |       0.4908 |       1.1641 |      1.0000e-06 |
|      36 |         144 |       00:00:17 |      100.00% |       50.00% |       0.3024 |       1.1636 |      1.0000e-06 |
|      38 |         150 |       00:00:17 |       66.67% |              |       0.7552 |              |      1.0000e-06 |
|      41 |         162 |       00:00:19 |      100.00% |       50.00% |       0.2946 |       1.1635 |      1.0000e-07 |
|      45 |         180 |       00:00:21 |      100.00% |       50.00% |       0.3364 |       1.1636 |      1.0000e-07 |
|      50 |         198 |       00:00:23 |      100.00% |       50.00% |       0.4208 |       1.1635 |      1.0000e-07 |
|      50 |         200 |       00:00:23 |       77.78% |              |       0.5653 |              |      1.0000e-07 |
|      54 |         216 |       00:00:25 |      100.00% |       50.00% |       0.5313 |       1.1635 |      1.0000e-08 |
|      59 |         234 |       00:00:27 |       88.89% |       50.00% |       0.4645 |       1.1635 |      1.0000e-08 |
|      63 |         250 |       00:00:29 |      100.00% |              |       0.3456 |              |      1.0000e-09 |
|      63 |         252 |       00:00:29 |       88.89% |       50.00% |       0.5407 |       1.1635 |      1.0000e-09 |
|      68 |         270 |       00:00:31 |       88.89% |       50.00% |       0.6069 |       1.1635 |      1.0000e-09 |
|      72 |         288 |       00:00:33 |      100.00% |       50.00% |       0.2868 |       1.1635 |      1.0000e-10 |
|      75 |         300 |       00:00:35 |      100.00% |              |       0.3115 |              |      1.0000e-10 |
|      77 |         306 |       00:00:35 |       88.89% |       50.00% |       0.5197 |       1.1635 |      1.0000e-10 |
|      81 |         324 |       00:00:37 |       88.89% |       50.00% |       0.4584 |       1.1635 |      1.0000e-11 |
|      86 |         342 |       00:00:39 |       88.89% |       50.00% |       0.4715 |       1.1635 |      1.0000e-11 |
|      88 |         350 |       00:00:40 |       88.89% |              |       0.3898 |              |      1.0000e-11 |
|      90 |         360 |       00:00:42 |       77.78% |       50.00% |       0.4753 |       1.1635 |      1.0000e-11 |
|      95 |         378 |       00:00:44 |       77.78% |       50.00% |       0.7202 |       1.1635 |      1.0000e-12 |
|      99 |         396 |       00:00:46 |       88.89% |       50.00% |       0.4833 |       1.1635 |      1.0000e-12 |
|     100 |         400 |       00:00:46 |      100.00% |       50.00% |       0.3922 |       1.1635 |      1.0000e-12 |
|======================================================================================================================|
