Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |       25.00% |       2.0545 |       2.0405 |          0.0010 |
|       5 |          18 |       00:00:02 |       44.44% |       25.00% |       1.6104 |       1.6849 |          0.0010 |
|       9 |          36 |       00:00:03 |       44.44% |       25.00% |       1.3484 |       1.6064 |          0.0010 |
|      13 |          50 |       00:00:04 |       55.56% |              |       1.2859 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       55.56% |       25.00% |       1.1718 |       1.4589 |          0.0001 |
|      18 |          72 |       00:00:06 |       33.33% |       50.00% |       1.1807 |       1.4620 |          0.0001 |
|      23 |          90 |       00:00:08 |       55.56% |       50.00% |       0.9713 |       1.4114 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       55.56% |              |       1.0024 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       66.67% |       50.00% |       0.9776 |       1.4131 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       55.56% |       50.00% |       1.1764 |       1.4153 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       44.44% |       50.00% |       1.3376 |       1.4151 |      1.0000e-06 |
|      38 |         150 |       00:00:13 |       44.44% |              |       1.3078 |              |      1.0000e-06 |
|      41 |         162 |       00:00:14 |       55.56% |       50.00% |       1.1782 |       1.4143 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |       44.44% |       50.00% |       1.2181 |       1.4143 |      1.0000e-07 |
|      50 |         198 |       00:00:17 |       33.33% |       50.00% |       1.2802 |       1.4143 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       33.33% |              |       1.4091 |              |      1.0000e-07 |
|      54 |         216 |       00:00:19 |       33.33% |       50.00% |       1.5720 |       1.4142 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |       55.56% |       50.00% |       1.1879 |       1.4142 |      1.0000e-08 |
|      63 |         250 |       00:00:22 |       44.44% |              |       1.4316 |              |      1.0000e-09 |
|      63 |         252 |       00:00:22 |       88.89% |       50.00% |       0.6878 |       1.4142 |      1.0000e-09 |
|      68 |         270 |       00:00:24 |       44.44% |       50.00% |       1.1991 |       1.4142 |      1.0000e-09 |
|      72 |         288 |       00:00:25 |       55.56% |       50.00% |       1.5318 |       1.4142 |      1.0000e-10 |
|      75 |         300 |       00:00:26 |       77.78% |              |       1.1141 |              |      1.0000e-10 |
|      77 |         306 |       00:00:27 |       55.56% |       50.00% |       1.0869 |       1.4142 |      1.0000e-10 |
|      81 |         324 |       00:00:29 |       66.67% |       50.00% |       1.0826 |       1.4142 |      1.0000e-11 |
|      86 |         342 |       00:00:30 |       77.78% |       50.00% |       0.8445 |       1.4142 |      1.0000e-11 |
|      88 |         350 |       00:00:31 |       66.67% |              |       1.1032 |              |      1.0000e-11 |
|      90 |         360 |       00:00:32 |       88.89% |       50.00% |       1.1076 |       1.4142 |      1.0000e-11 |
|      95 |         378 |       00:00:34 |       66.67% |       50.00% |       1.0098 |       1.4142 |      1.0000e-12 |
|      99 |         396 |       00:00:35 |       33.33% |       50.00% |       1.2889 |       1.4142 |      1.0000e-12 |
|     100 |         400 |       00:00:36 |       55.56% |       50.00% |       1.1051 |       1.4142 |      1.0000e-12 |
|======================================================================================================================|
