Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |        0.00% |        0.00% |       2.0776 |       2.0438 |          0.0010 |
|       5 |          18 |       00:00:02 |       22.22% |       50.00% |       1.6444 |       1.5319 |          0.0010 |
|       9 |          36 |       00:00:03 |       66.67% |       75.00% |       1.1121 |       0.9754 |          0.0010 |
|      13 |          50 |       00:00:05 |       55.56% |              |       0.7895 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       77.78% |       75.00% |       0.7511 |       0.7877 |          0.0001 |
|      18 |          72 |       00:00:07 |       88.89% |       75.00% |       0.5221 |       0.7657 |          0.0001 |
|      23 |          90 |       00:00:08 |       77.78% |       75.00% |       0.6475 |       0.7322 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       77.78% |              |       0.7310 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       77.78% |       75.00% |       0.6082 |       0.7276 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       55.56% |       75.00% |       0.8189 |       0.7225 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |      100.00% |       75.00% |       0.6445 |       0.7218 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       77.78% |              |       0.6735 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       77.78% |       75.00% |       0.9176 |       0.7215 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |       88.89% |       75.00% |       0.7019 |       0.7215 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |       55.56% |       75.00% |       1.1099 |       0.7214 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       77.78% |              |       0.7554 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |       88.89% |       75.00% |       0.5314 |       0.7214 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |       88.89% |       75.00% |       0.5640 |       0.7214 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |       77.78% |              |       0.7165 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |       88.89% |       75.00% |       0.5374 |       0.7214 |      1.0000e-09 |
|      68 |         270 |       00:00:24 |       66.67% |       75.00% |       0.9439 |       0.7214 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |       77.78% |       75.00% |       0.7508 |       0.7214 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |       77.78% |              |       0.7420 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |       88.89% |       75.00% |       0.6639 |       0.7214 |      1.0000e-10 |
|      81 |         324 |       00:00:29 |       77.78% |       75.00% |       0.8964 |       0.7214 |      1.0000e-11 |
|      86 |         342 |       00:00:31 |       66.67% |       75.00% |       0.7181 |       0.7214 |      1.0000e-11 |
|      88 |         350 |       00:00:32 |       55.56% |              |       0.8257 |              |      1.0000e-11 |
|      90 |         360 |       00:00:33 |       77.78% |       75.00% |       0.8626 |       0.7214 |      1.0000e-11 |
|      95 |         378 |       00:00:34 |       88.89% |       75.00% |       0.5030 |       0.7214 |      1.0000e-12 |
|      99 |         396 |       00:00:36 |       77.78% |       75.00% |       0.5360 |       0.7214 |      1.0000e-12 |
|     100 |         400 |       00:00:36 |       44.44% |       75.00% |       1.3416 |       0.7214 |      1.0000e-12 |
|======================================================================================================================|
