Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |        0.00% |        0.00% |       2.1533 |       2.1484 |          0.0010 |
|       5 |          18 |       00:00:02 |       44.44% |       25.00% |       1.8706 |       1.9152 |          0.0010 |
|       9 |          36 |       00:00:03 |       55.56% |       25.00% |       1.0241 |       1.7261 |          0.0010 |
|      13 |          50 |       00:00:05 |       44.44% |              |       0.9545 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       77.78% |       25.00% |       0.7916 |       1.3293 |          0.0001 |
|      18 |          72 |       00:00:07 |       55.56% |       50.00% |       0.7737 |       1.3264 |          0.0001 |
|      23 |          90 |       00:00:08 |       55.56% |       50.00% |       0.8974 |       1.2119 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       77.78% |              |       0.8827 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       77.78% |       50.00% |       0.7756 |       1.2208 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       88.89% |       50.00% |       0.6772 |       1.2271 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       77.78% |       50.00% |       0.8113 |       1.2275 |      1.0000e-06 |
|      38 |         150 |       00:00:13 |       66.67% |              |       0.8684 |              |      1.0000e-06 |
|      41 |         162 |       00:00:14 |       88.89% |       50.00% |       0.5791 |       1.2273 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |      100.00% |       50.00% |       0.6427 |       1.2273 |      1.0000e-07 |
|      50 |         198 |       00:00:17 |       77.78% |       50.00% |       0.8708 |       1.2273 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       77.78% |              |       0.7102 |              |      1.0000e-07 |
|      54 |         216 |       00:00:19 |       77.78% |       50.00% |       0.7194 |       1.2273 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |       66.67% |       50.00% |       0.7567 |       1.2273 |      1.0000e-08 |
|      63 |         250 |       00:00:22 |       88.89% |              |       0.6645 |              |      1.0000e-09 |
|      63 |         252 |       00:00:22 |       77.78% |       50.00% |       0.9297 |       1.2273 |      1.0000e-09 |
|      68 |         270 |       00:00:24 |       66.67% |       50.00% |       0.9318 |       1.2273 |      1.0000e-09 |
|      72 |         288 |       00:00:25 |       88.89% |       50.00% |       0.6648 |       1.2273 |      1.0000e-10 |
|      75 |         300 |       00:00:26 |       66.67% |              |       0.9614 |              |      1.0000e-10 |
|      77 |         306 |       00:00:27 |      100.00% |       50.00% |       0.7767 |       1.2273 |      1.0000e-10 |
|      81 |         324 |       00:00:28 |       88.89% |       50.00% |       0.5902 |       1.2273 |      1.0000e-11 |
|      86 |         342 |       00:00:30 |       66.67% |       50.00% |       0.7654 |       1.2273 |      1.0000e-11 |
|      88 |         350 |       00:00:31 |       88.89% |              |       0.7900 |              |      1.0000e-11 |
|      90 |         360 |       00:00:32 |       88.89% |       50.00% |       0.5656 |       1.2273 |      1.0000e-11 |
|      95 |         378 |       00:00:33 |       66.67% |       50.00% |       0.7796 |       1.2273 |      1.0000e-12 |
|      99 |         396 |       00:00:35 |       66.67% |       50.00% |       0.9770 |       1.2273 |      1.0000e-12 |
|     100 |         400 |       00:00:35 |      100.00% |       50.00% |       0.5484 |       1.2273 |      1.0000e-12 |
|======================================================================================================================|
