Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |        0.00% |       1.9906 |       2.0532 |          0.0010 |
|       5 |          18 |       00:00:02 |       55.56% |       50.00% |       1.2955 |       1.2308 |          0.0010 |
|       9 |          36 |       00:00:03 |       88.89% |      100.00% |       0.5748 |       0.3935 |          0.0010 |
|      13 |          50 |       00:00:05 |      100.00% |              |       0.4212 |              |          0.0001 |
|      14 |          54 |       00:00:05 |      100.00% |      100.00% |       0.4712 |       0.3120 |          0.0001 |
|      18 |          72 |       00:00:07 |      100.00% |      100.00% |       0.3143 |       0.2219 |          0.0001 |
|      23 |          90 |       00:00:08 |      100.00% |      100.00% |       0.3072 |       0.1976 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |      100.00% |              |       0.1860 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |      100.00% |      100.00% |       0.2268 |       0.1947 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       88.89% |      100.00% |       0.3580 |       0.1932 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |      100.00% |      100.00% |       0.2030 |       0.1930 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |      100.00% |              |       0.2081 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |      100.00% |      100.00% |       0.3296 |       0.1928 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |      100.00% |      100.00% |       0.2188 |       0.1928 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |      100.00% |      100.00% |       0.1659 |       0.1928 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |      100.00% |              |       0.2679 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |      100.00% |      100.00% |       0.3230 |       0.1928 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |      100.00% |      100.00% |       0.1829 |       0.1928 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |       88.89% |              |       0.5022 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |       88.89% |      100.00% |       0.3374 |       0.1928 |      1.0000e-09 |
|      68 |         270 |       00:00:25 |       88.89% |      100.00% |       0.3991 |       0.1928 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |      100.00% |      100.00% |       0.2523 |       0.1928 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |      100.00% |              |       0.4031 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |      100.00% |      100.00% |       0.2826 |       0.1928 |      1.0000e-10 |
|      81 |         324 |       00:00:29 |      100.00% |      100.00% |       0.3062 |       0.1928 |      1.0000e-11 |
|      86 |         342 |       00:00:31 |       88.89% |      100.00% |       0.4306 |       0.1928 |      1.0000e-11 |
|      88 |         350 |       00:00:32 |       88.89% |              |       0.3391 |              |      1.0000e-11 |
|      90 |         360 |       00:00:33 |       88.89% |      100.00% |       0.3915 |       0.1928 |      1.0000e-11 |
|      95 |         378 |       00:00:34 |      100.00% |      100.00% |       0.2127 |       0.1928 |      1.0000e-12 |
|      99 |         396 |       00:00:36 |       88.89% |      100.00% |       0.4163 |       0.1928 |      1.0000e-12 |
|     100 |         400 |       00:00:36 |      100.00% |      100.00% |       0.2087 |       0.1928 |      1.0000e-12 |
|======================================================================================================================|
