Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       30.00% |       76.19% |       0.7614 |       0.6920 |          0.0010 |
|       5 |          50 |       00:00:25 |      100.00% |       90.48% |       0.2835 |       0.3021 |          0.0010 |
|      10 |         100 |       00:00:50 |      100.00% |       90.48% |       0.1080 |       0.3050 |          0.0010 |
|      14 |         150 |       00:01:14 |      100.00% |       95.24% |       0.0516 |       0.2096 |          0.0001 |
|      19 |         200 |       00:01:39 |      100.00% |       95.24% |       0.0975 |       0.1215 |          0.0001 |
|      23 |         250 |       00:02:04 |       90.00% |       95.24% |       0.1463 |       0.1290 |      1.0000e-05 |
|      28 |         300 |       00:02:28 |      100.00% |       95.24% |       0.0366 |       0.1357 |      1.0000e-05 |
|      32 |         350 |       00:02:53 |      100.00% |       95.24% |       0.0774 |       0.1442 |      1.0000e-06 |
|      37 |         400 |       00:03:17 |       90.00% |       90.48% |       0.1633 |       0.1770 |      1.0000e-06 |
|      41 |         450 |       00:03:42 |      100.00% |       95.24% |       0.0453 |       0.1412 |      1.0000e-07 |
|      46 |         500 |       00:04:06 |      100.00% |       95.24% |       0.0786 |       0.1443 |      1.0000e-07 |
|      50 |         550 |       00:04:30 |       90.00% |       95.24% |       0.1218 |       0.1448 |      1.0000e-07 |
|      55 |         600 |       00:04:55 |       90.00% |       95.24% |       0.0884 |       0.1389 |      1.0000e-08 |
|      60 |         650 |       00:05:20 |      100.00% |       95.24% |       0.0210 |       0.1439 |      1.0000e-08 |
|      64 |         700 |       00:05:44 |       90.00% |       95.24% |       0.1377 |       0.1417 |      1.0000e-09 |
|      69 |         750 |       00:06:09 |      100.00% |       95.24% |       0.0587 |       0.1399 |      1.0000e-09 |
|      73 |         800 |       00:06:33 |      100.00% |       95.24% |       0.0781 |       0.1329 |      1.0000e-10 |
|      78 |         850 |       00:06:58 |      100.00% |       95.24% |       0.0591 |       0.1448 |      1.0000e-10 |
|      82 |         900 |       00:07:22 |      100.00% |       95.24% |       0.0570 |       0.1404 |      1.0000e-11 |
|      87 |         950 |       00:07:47 |       90.00% |      100.00% |       0.2398 |       0.0768 |      1.0000e-11 |
|      91 |        1000 |       00:08:11 |      100.00% |       95.24% |       0.0204 |       0.1397 |      1.0000e-12 |
|      96 |        1050 |       00:08:37 |       90.00% |       95.24% |       0.1499 |       0.1473 |      1.0000e-12 |
|     100 |        1100 |       00:09:01 |       90.00% |       95.24% |       0.1293 |       0.1453 |      1.0000e-12 |
|======================================================================================================================|
