Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       30.00% |       61.90% |       0.7472 |       0.6879 |          0.0010 |
|       5 |          50 |       00:00:26 |       90.00% |       71.43% |       0.4301 |       0.6140 |          0.0010 |
|      10 |         100 |       00:00:50 |       80.00% |       90.48% |       0.2770 |       0.2485 |          0.0010 |
|      14 |         150 |       00:01:15 |       80.00% |       95.24% |       0.2739 |       0.1683 |          0.0001 |
|      19 |         200 |       00:01:39 |      100.00% |       90.48% |       0.0293 |       0.1928 |          0.0001 |
|      23 |         250 |       00:02:05 |      100.00% |       90.48% |       0.0257 |       0.2221 |      1.0000e-05 |
|      28 |         300 |       00:02:29 |      100.00% |       90.48% |       0.0307 |       0.2154 |      1.0000e-05 |
|      32 |         350 |       00:02:55 |       90.00% |       90.48% |       0.2435 |       0.2191 |      1.0000e-06 |
|      37 |         400 |       00:03:19 |       90.00% |       90.48% |       0.1368 |       0.2178 |      1.0000e-06 |
|      41 |         450 |       00:03:44 |      100.00% |       90.48% |       0.0326 |       0.2159 |      1.0000e-07 |
|      46 |         500 |       00:04:09 |      100.00% |       90.48% |       0.0456 |       0.2159 |      1.0000e-07 |
|      50 |         550 |       00:04:34 |      100.00% |       90.48% |       0.0181 |       0.2176 |      1.0000e-07 |
|      55 |         600 |       00:04:59 |       90.00% |       90.48% |       0.2067 |       0.2182 |      1.0000e-08 |
|      60 |         650 |       00:05:24 |      100.00% |       90.48% |       0.0142 |       0.2160 |      1.0000e-08 |
|      64 |         700 |       00:05:49 |       90.00% |       90.48% |       0.1900 |       0.2158 |      1.0000e-09 |
|      69 |         750 |       00:06:14 |      100.00% |       90.48% |       0.0574 |       0.2169 |      1.0000e-09 |
|      73 |         800 |       00:06:39 |      100.00% |       90.48% |       0.0245 |       0.2181 |      1.0000e-10 |
|      78 |         850 |       00:07:03 |      100.00% |       90.48% |       0.0155 |       0.2169 |      1.0000e-10 |
|      82 |         900 |       00:07:28 |      100.00% |       90.48% |       0.0210 |       0.2160 |      1.0000e-11 |
|      87 |         950 |       00:07:53 |      100.00% |       90.48% |       0.0203 |       0.2158 |      1.0000e-11 |
|      91 |        1000 |       00:08:18 |      100.00% |       90.48% |       0.0522 |       0.2168 |      1.0000e-12 |
|      96 |        1050 |       00:08:43 |      100.00% |       90.48% |       0.0246 |       0.2158 |      1.0000e-12 |
|     100 |        1100 |       00:09:08 |       90.00% |       90.48% |       0.1474 |       0.2169 |      1.0000e-12 |
|======================================================================================================================|
