Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       60.00% |       47.62% |       0.7021 |       0.7124 |          0.0010 |
|       5 |          50 |       00:00:26 |       80.00% |       61.90% |       0.3577 |       0.6046 |          0.0010 |
|      10 |         100 |       00:00:50 |      100.00% |       66.67% |       0.1806 |       0.7247 |          0.0010 |
|      14 |         150 |       00:01:14 |       80.00% |       71.43% |       0.4347 |       0.6702 |          0.0001 |
|      19 |         200 |       00:01:39 |       90.00% |       76.19% |       0.1899 |       0.7010 |          0.0001 |
|      23 |         250 |       00:02:03 |       90.00% |       71.43% |       0.2210 |       0.7169 |      1.0000e-05 |
|      28 |         300 |       00:02:27 |      100.00% |       71.43% |       0.1790 |       0.7234 |      1.0000e-05 |
|      32 |         350 |       00:02:52 |       90.00% |       71.43% |       0.2387 |       0.7668 |      1.0000e-06 |
|      37 |         400 |       00:03:16 |      100.00% |       71.43% |       0.2159 |       0.7269 |      1.0000e-06 |
|      41 |         450 |       00:03:41 |       90.00% |       71.43% |       0.2544 |       0.7405 |      1.0000e-07 |
|      46 |         500 |       00:04:05 |       90.00% |       71.43% |       0.2097 |       0.7153 |      1.0000e-07 |
|      50 |         550 |       00:04:29 |       60.00% |       71.43% |       0.8649 |       0.7301 |      1.0000e-07 |
|      55 |         600 |       00:04:54 |       80.00% |       71.43% |       0.4688 |       0.6975 |      1.0000e-08 |
|      60 |         650 |       00:05:18 |       90.00% |       71.43% |       0.3840 |       0.7178 |      1.0000e-08 |
|      64 |         700 |       00:05:43 |       80.00% |       71.43% |       0.3457 |       0.7180 |      1.0000e-09 |
|      69 |         750 |       00:06:08 |      100.00% |       66.67% |       0.2117 |       0.7569 |      1.0000e-09 |
|      73 |         800 |       00:06:32 |       90.00% |       71.43% |       0.2277 |       0.6933 |      1.0000e-10 |
|      78 |         850 |       00:06:56 |       80.00% |       71.43% |       0.3143 |       0.7436 |      1.0000e-10 |
|      82 |         900 |       00:07:21 |       80.00% |       71.43% |       0.3637 |       0.7022 |      1.0000e-11 |
|      87 |         950 |       00:07:46 |      100.00% |       71.43% |       0.1826 |       0.7314 |      1.0000e-11 |
|      91 |        1000 |       00:08:11 |       60.00% |       71.43% |       0.6074 |       0.7312 |      1.0000e-12 |
|      96 |        1050 |       00:08:35 |       90.00% |       66.67% |       0.2462 |       0.7569 |      1.0000e-12 |
|     100 |        1100 |       00:09:00 |       90.00% |       71.43% |       0.2152 |       0.7065 |      1.0000e-12 |
|======================================================================================================================|
