Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |        0.00% |       2.1095 |       2.1964 |          0.0010 |
|       5 |          18 |       00:00:02 |       66.67% |       25.00% |       1.4973 |       1.9891 |          0.0010 |
|       9 |          36 |       00:00:03 |       22.22% |       50.00% |       1.5509 |       1.2972 |          0.0010 |
|      13 |          50 |       00:00:05 |       66.67% |              |       0.9940 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       77.78% |       25.00% |       0.6677 |       1.4245 |          0.0001 |
|      18 |          72 |       00:00:07 |       77.78% |       25.00% |       0.8129 |       1.2970 |          0.0001 |
|      23 |          90 |       00:00:08 |       77.78% |       25.00% |       0.8667 |       1.2459 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       44.44% |              |       1.1794 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       66.67% |       25.00% |       0.9170 |       1.2457 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       55.56% |       25.00% |       0.7705 |       1.2435 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       77.78% |       25.00% |       0.7027 |       1.2432 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       66.67% |              |       0.8809 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       88.89% |       25.00% |       0.6457 |       1.2445 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |       55.56% |       25.00% |       0.8593 |       1.2445 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |       88.89% |       25.00% |       0.5300 |       1.2445 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       88.89% |              |       0.6564 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |       77.78% |       25.00% |       0.6071 |       1.2445 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |       77.78% |       25.00% |       0.6725 |       1.2445 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |       66.67% |              |       0.7724 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |       55.56% |       25.00% |       0.8737 |       1.2445 |      1.0000e-09 |
|      68 |         270 |       00:00:24 |       77.78% |       25.00% |       0.6499 |       1.2445 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |       77.78% |       25.00% |       0.9606 |       1.2445 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |       55.56% |              |       0.8068 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |       66.67% |       25.00% |       0.7282 |       1.2445 |      1.0000e-10 |
|      81 |         324 |       00:00:29 |       55.56% |       25.00% |       0.8418 |       1.2445 |      1.0000e-11 |
|      86 |         342 |       00:00:31 |       77.78% |       25.00% |       0.7974 |       1.2445 |      1.0000e-11 |
|      88 |         350 |       00:00:32 |       66.67% |              |       0.7079 |              |      1.0000e-11 |
|      90 |         360 |       00:00:33 |       66.67% |       25.00% |       1.1246 |       1.2445 |      1.0000e-11 |
|      95 |         378 |       00:00:34 |       77.78% |       25.00% |       0.8553 |       1.2445 |      1.0000e-12 |
|      99 |         396 |       00:00:36 |       66.67% |       25.00% |       0.9518 |       1.2445 |      1.0000e-12 |
|     100 |         400 |       00:00:36 |       88.89% |       25.00% |       0.6279 |       1.2445 |      1.0000e-12 |
|======================================================================================================================|
