Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |       25.00% |       2.2167 |       2.0147 |          0.0010 |
|       5 |          18 |       00:00:02 |       77.78% |       25.00% |       1.3024 |       1.8120 |          0.0010 |
|       9 |          36 |       00:00:03 |      100.00% |       50.00% |       0.3651 |       1.6435 |          0.0010 |
|      13 |          50 |       00:00:05 |      100.00% |              |       0.3973 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       88.89% |       50.00% |       0.3186 |       1.6995 |          0.0001 |
|      18 |          72 |       00:00:06 |      100.00% |       50.00% |       0.1865 |       1.7242 |          0.0001 |
|      23 |          90 |       00:00:08 |      100.00% |       50.00% |       0.3245 |       1.6723 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       88.89% |              |       0.4343 |              |      1.0000e-05 |
|      27 |         108 |       00:00:09 |       88.89% |       50.00% |       0.4813 |       1.6723 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |      100.00% |       50.00% |       0.1407 |       1.6758 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |      100.00% |       50.00% |       0.2276 |       1.6766 |      1.0000e-06 |
|      38 |         150 |       00:00:13 |       88.89% |              |       0.2648 |              |      1.0000e-06 |
|      41 |         162 |       00:00:14 |      100.00% |       50.00% |       0.2546 |       1.6775 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |      100.00% |       50.00% |       0.2791 |       1.6776 |      1.0000e-07 |
|      50 |         198 |       00:00:17 |       88.89% |       50.00% |       0.3695 |       1.6777 |      1.0000e-07 |
|      50 |         200 |       00:00:17 |      100.00% |              |       0.3301 |              |      1.0000e-07 |
|      54 |         216 |       00:00:19 |      100.00% |       50.00% |       0.2898 |       1.6777 |      1.0000e-08 |
|      59 |         234 |       00:00:20 |       88.89% |       50.00% |       0.3710 |       1.6777 |      1.0000e-08 |
|      63 |         250 |       00:00:22 |      100.00% |              |       0.2461 |              |      1.0000e-09 |
|      63 |         252 |       00:00:22 |      100.00% |       50.00% |       0.2586 |       1.6777 |      1.0000e-09 |
|      68 |         270 |       00:00:24 |      100.00% |       50.00% |       0.1780 |       1.6777 |      1.0000e-09 |
|      72 |         288 |       00:00:25 |      100.00% |       50.00% |       0.1767 |       1.6777 |      1.0000e-10 |
|      75 |         300 |       00:00:26 |      100.00% |              |       0.2046 |              |      1.0000e-10 |
|      77 |         306 |       00:00:27 |      100.00% |       50.00% |       0.2008 |       1.6777 |      1.0000e-10 |
|      81 |         324 |       00:00:28 |      100.00% |       50.00% |       0.2112 |       1.6777 |      1.0000e-11 |
|      86 |         342 |       00:00:30 |      100.00% |       50.00% |       0.1746 |       1.6777 |      1.0000e-11 |
|      88 |         350 |       00:00:30 |       88.89% |              |       0.4509 |              |      1.0000e-11 |
|      90 |         360 |       00:00:31 |      100.00% |       50.00% |       0.3692 |       1.6777 |      1.0000e-11 |
|      95 |         378 |       00:00:33 |      100.00% |       50.00% |       0.2243 |       1.6777 |      1.0000e-12 |
|      99 |         396 |       00:00:35 |      100.00% |       50.00% |       0.2001 |       1.6777 |      1.0000e-12 |
|     100 |         400 |       00:00:35 |       88.89% |       50.00% |       0.3922 |       1.6777 |      1.0000e-12 |
|======================================================================================================================|
