Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       22.22% |       25.00% |       2.1540 |       2.0431 |          0.0010 |
|       5 |          18 |       00:00:02 |       55.56% |       75.00% |       1.4828 |       1.2203 |          0.0010 |
|       9 |          36 |       00:00:04 |      100.00% |       75.00% |       0.6121 |       0.6897 |          0.0010 |
|      13 |          50 |       00:00:05 |       88.89% |              |       0.4739 |              |          0.0001 |
|      14 |          54 |       00:00:06 |      100.00% |       75.00% |       0.3435 |       0.6682 |          0.0001 |
|      18 |          72 |       00:00:07 |      100.00% |       75.00% |       0.3248 |       0.5561 |          0.0001 |
|      23 |          90 |       00:00:09 |      100.00% |       75.00% |       0.2301 |       0.5289 |      1.0000e-05 |
|      25 |         100 |       00:00:10 |      100.00% |              |       0.3963 |              |      1.0000e-05 |
|      27 |         108 |       00:00:11 |      100.00% |       75.00% |       0.1987 |       0.5553 |      1.0000e-05 |
|      32 |         126 |       00:00:13 |      100.00% |       75.00% |       0.3119 |       0.5774 |      1.0000e-06 |
|      36 |         144 |       00:00:15 |      100.00% |       75.00% |       0.2698 |       0.5780 |      1.0000e-06 |
|      38 |         150 |       00:00:15 |      100.00% |              |       0.2659 |              |      1.0000e-06 |
|      41 |         162 |       00:00:16 |      100.00% |       75.00% |       0.1901 |       0.5783 |      1.0000e-07 |
|      45 |         180 |       00:00:18 |      100.00% |       75.00% |       0.3125 |       0.5783 |      1.0000e-07 |
|      50 |         198 |       00:00:20 |      100.00% |       75.00% |       0.2383 |       0.5782 |      1.0000e-07 |
|      50 |         200 |       00:00:20 |      100.00% |              |       0.2498 |              |      1.0000e-07 |
|      54 |         216 |       00:00:22 |      100.00% |       75.00% |       0.2378 |       0.5782 |      1.0000e-08 |
|      59 |         234 |       00:00:24 |       88.89% |       75.00% |       0.2971 |       0.5782 |      1.0000e-08 |
|      63 |         250 |       00:00:25 |      100.00% |              |       0.1947 |              |      1.0000e-09 |
|      63 |         252 |       00:00:26 |      100.00% |       75.00% |       0.3870 |       0.5782 |      1.0000e-09 |
|      68 |         270 |       00:00:27 |       88.89% |       75.00% |       0.4259 |       0.5782 |      1.0000e-09 |
|      72 |         288 |       00:00:29 |      100.00% |       75.00% |       0.2488 |       0.5782 |      1.0000e-10 |
|      75 |         300 |       00:00:30 |      100.00% |              |       0.3332 |              |      1.0000e-10 |
|      77 |         306 |       00:00:31 |       55.56% |       75.00% |       1.0999 |       0.5782 |      1.0000e-10 |
|      81 |         324 |       00:00:33 |       88.89% |       75.00% |       0.3749 |       0.5782 |      1.0000e-11 |
|      86 |         342 |       00:00:35 |      100.00% |       75.00% |       0.3377 |       0.5782 |      1.0000e-11 |
|      88 |         350 |       00:00:35 |      100.00% |              |       0.2832 |              |      1.0000e-11 |
|      90 |         360 |       00:00:37 |      100.00% |       75.00% |       0.3626 |       0.5782 |      1.0000e-11 |
|      95 |         378 |       00:00:38 |      100.00% |       75.00% |       0.2928 |       0.5782 |      1.0000e-12 |
|      99 |         396 |       00:00:40 |      100.00% |       75.00% |       0.4660 |       0.5782 |      1.0000e-12 |
|     100 |         400 |       00:00:41 |      100.00% |       75.00% |       0.2503 |       0.5782 |      1.0000e-12 |
|======================================================================================================================|
