Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       12.50% |       12.50% |       2.0640 |       2.0628 |          0.0010 |
|       4 |          16 |       00:00:01 |       37.50% |       50.00% |       1.9708 |       1.9670 |          0.0010 |
|       8 |          32 |       00:00:03 |       75.00% |       12.50% |       1.0077 |       1.6828 |          0.0010 |
|      12 |          48 |       00:00:04 |       37.50% |       12.50% |       1.5864 |       2.0441 |          0.0001 |
|      13 |          50 |       00:00:04 |       37.50% |              |       1.3560 |              |          0.0001 |
|      16 |          64 |       00:00:05 |       50.00% |       50.00% |       1.0957 |       1.5780 |          0.0001 |
|      20 |          80 |       00:00:07 |       62.50% |       50.00% |       1.1660 |       1.6366 |          0.0001 |
|      24 |          96 |       00:00:08 |       25.00% |       50.00% |       1.4045 |       1.6244 |      1.0000e-05 |
|      25 |         100 |       00:00:08 |       50.00% |              |       1.1224 |              |      1.0000e-05 |
|      28 |         112 |       00:00:09 |       50.00% |       50.00% |       1.2748 |       1.6136 |      1.0000e-05 |
|      32 |         128 |       00:00:11 |       50.00% |       50.00% |       1.0537 |       1.6089 |      1.0000e-06 |
|      36 |         144 |       00:00:12 |       37.50% |       50.00% |       1.2690 |       1.6075 |      1.0000e-06 |
|      38 |         150 |       00:00:12 |       50.00% |              |       1.2514 |              |      1.0000e-06 |
|      40 |         160 |       00:00:13 |       50.00% |       50.00% |       1.3578 |       1.6064 |      1.0000e-06 |
|      44 |         176 |       00:00:14 |       37.50% |       50.00% |       1.1682 |       1.6063 |      1.0000e-07 |
|      48 |         192 |       00:00:15 |       37.50% |       50.00% |       1.3627 |       1.6061 |      1.0000e-07 |
|      50 |         200 |       00:00:16 |       50.00% |              |       1.2670 |              |      1.0000e-07 |
|      52 |         208 |       00:00:17 |       25.00% |       50.00% |       1.5795 |       1.6061 |      1.0000e-08 |
|      56 |         224 |       00:00:18 |       50.00% |       50.00% |       1.4227 |       1.6061 |      1.0000e-08 |
|      60 |         240 |       00:00:19 |       50.00% |       50.00% |       1.0956 |       1.6061 |      1.0000e-08 |
|      63 |         250 |       00:00:20 |       87.50% |              |       0.9509 |              |      1.0000e-09 |
|      64 |         256 |       00:00:21 |       37.50% |       50.00% |       1.4784 |       1.6061 |      1.0000e-09 |
|      68 |         272 |       00:00:22 |       62.50% |       50.00% |       1.0374 |       1.6061 |      1.0000e-09 |
|      72 |         288 |       00:00:23 |       75.00% |       50.00% |       1.0780 |       1.6061 |      1.0000e-10 |
|      75 |         300 |       00:00:24 |       50.00% |              |       1.2652 |              |      1.0000e-10 |
|      76 |         304 |       00:00:24 |       37.50% |       50.00% |       1.3144 |       1.6061 |      1.0000e-10 |
|      80 |         320 |       00:00:26 |       50.00% |       50.00% |       1.2219 |       1.6061 |      1.0000e-10 |
|      84 |         336 |       00:00:27 |       37.50% |       50.00% |       1.3959 |       1.6061 |      1.0000e-11 |
|      88 |         350 |       00:00:28 |       37.50% |              |       1.3223 |              |      1.0000e-11 |
|      88 |         352 |       00:00:28 |       25.00% |       50.00% |       1.3723 |       1.6061 |      1.0000e-11 |
|      92 |         368 |       00:00:30 |       37.50% |       50.00% |       1.3397 |       1.6061 |      1.0000e-12 |
|      96 |         384 |       00:00:31 |       50.00% |       50.00% |       1.2606 |       1.6061 |      1.0000e-12 |
|     100 |         400 |       00:00:32 |       25.00% |       50.00% |       1.6745 |       1.6061 |      1.0000e-12 |
|======================================================================================================================|
