Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:02 |        5.00% |        3.85% |       3.7860 |       3.7314 |          0.0010 |
|      10 |          50 |       00:00:46 |       30.00% |              |       2.5861 |              |          0.0010 |
|      12 |          60 |       00:00:55 |       55.00% |       30.77% |       2.3161 |       2.8039 |          0.0001 |
|      20 |         100 |       00:01:30 |       65.00% |              |       1.8855 |              |          0.0001 |
|      24 |         120 |       00:01:48 |       45.00% |       34.62% |       2.0152 |       2.6278 |      1.0000e-05 |
|      30 |         150 |       00:02:14 |       40.00% |              |       2.0711 |              |      1.0000e-05 |
|      36 |         180 |       00:02:40 |       45.00% |       30.77% |       2.0520 |       2.6316 |      1.0000e-06 |
|      40 |         200 |       00:02:58 |       60.00% |              |       1.8018 |              |      1.0000e-06 |
|      48 |         240 |       00:03:33 |       85.00% |       30.77% |       1.6374 |       2.6309 |      1.0000e-07 |
|      50 |         250 |       00:03:41 |       65.00% |              |       1.7579 |              |      1.0000e-07 |
|      60 |         300 |       00:04:25 |       55.00% |       34.62% |       1.8745 |       2.6415 |      1.0000e-08 |
|      70 |         350 |       00:05:09 |       60.00% |              |       1.8141 |              |      1.0000e-09 |
|      72 |         360 |       00:05:19 |       75.00% |       30.77% |       1.9071 |       2.6309 |      1.0000e-10 |
|      80 |         400 |       00:05:54 |       50.00% |              |       1.9383 |              |      1.0000e-10 |
|      84 |         420 |       00:06:12 |       65.00% |       34.62% |       1.9234 |       2.6685 |      1.0000e-11 |
|      90 |         450 |       00:06:38 |       70.00% |              |       1.7074 |              |      1.0000e-11 |
|      96 |         480 |       00:07:06 |       60.00% |       38.46% |       1.8602 |       2.5556 |      1.0000e-12 |
|     100 |         500 |       00:07:23 |       50.00% |       34.62% |       2.0930 |       2.6685 |      1.0000e-12 |
|======================================================================================================================|
