Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |        0.00% |       3.6651 |       3.7600 |          0.0010 |
|      10 |          50 |       00:00:41 |       65.00% |              |       2.0719 |              |          0.0010 |
|      12 |          60 |       00:00:50 |       65.00% |        7.69% |       2.0526 |       3.2715 |          0.0001 |
|      20 |         100 |       00:01:22 |       55.00% |              |       1.8140 |              |          0.0001 |
|      24 |         120 |       00:01:39 |       60.00% |       11.54% |       1.9412 |       3.1994 |      1.0000e-05 |
|      30 |         150 |       00:02:04 |       60.00% |              |       1.7991 |              |      1.0000e-05 |
|      36 |         180 |       00:02:28 |       75.00% |       11.54% |       1.8728 |       3.3219 |      1.0000e-06 |
|      40 |         200 |       00:02:45 |       60.00% |              |       1.6128 |              |      1.0000e-06 |
|      48 |         240 |       00:03:18 |       60.00% |       11.54% |       1.9969 |       3.2607 |      1.0000e-07 |
|      50 |         250 |       00:03:26 |       50.00% |              |       1.8028 |              |      1.0000e-07 |
|      60 |         300 |       00:04:08 |       50.00% |       11.54% |       1.7474 |       3.2550 |      1.0000e-08 |
|      70 |         350 |       00:04:48 |       70.00% |              |       1.7475 |              |      1.0000e-09 |
|      72 |         360 |       00:04:57 |       65.00% |       11.54% |       1.6462 |       3.2045 |      1.0000e-10 |
|      80 |         400 |       00:05:29 |       65.00% |              |       1.6767 |              |      1.0000e-10 |
|      84 |         420 |       00:05:46 |       65.00% |       11.54% |       1.6371 |       3.2607 |      1.0000e-11 |
|      90 |         450 |       00:06:12 |       55.00% |              |       2.0171 |              |      1.0000e-11 |
|      96 |         480 |       00:06:36 |       60.00% |       11.54% |       1.6075 |       3.2634 |      1.0000e-12 |
|     100 |         500 |       00:06:54 |       60.00% |       11.54% |       2.0230 |       3.1983 |      1.0000e-12 |
|======================================================================================================================|
