Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |        0.00% |       2.0865 |       2.0529 |          0.0010 |
|       5 |          18 |       00:00:02 |       44.44% |        0.00% |       1.6962 |       2.7483 |          0.0010 |
|       9 |          36 |       00:00:04 |       88.89% |        0.00% |       1.2511 |       2.3003 |          0.0010 |
|      13 |          50 |       00:00:05 |       66.67% |              |       1.0371 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       55.56% |        0.00% |       1.1551 |       2.3639 |          0.0001 |
|      18 |          72 |       00:00:07 |       55.56% |        0.00% |       1.2455 |       2.3706 |          0.0001 |
|      23 |          90 |       00:00:09 |       55.56% |        0.00% |       1.2461 |       2.3276 |      1.0000e-05 |
|      25 |         100 |       00:00:10 |       55.56% |              |       1.2016 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       44.44% |        0.00% |       1.2731 |       2.3324 |      1.0000e-05 |
|      32 |         126 |       00:00:12 |       33.33% |        0.00% |       1.8580 |       2.3276 |      1.0000e-06 |
|      36 |         144 |       00:00:14 |       55.56% |        0.00% |       1.1412 |       2.3269 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       77.78% |              |       1.1817 |              |      1.0000e-06 |
|      41 |         162 |       00:00:16 |       66.67% |        0.00% |       0.9382 |       2.3278 |      1.0000e-07 |
|      45 |         180 |       00:00:17 |       66.67% |        0.00% |       1.0635 |       2.3278 |      1.0000e-07 |
|      50 |         198 |       00:00:19 |       66.67% |        0.00% |       0.9778 |       2.3280 |      1.0000e-07 |
|      50 |         200 |       00:00:19 |       11.11% |              |       1.4752 |              |      1.0000e-07 |
|      54 |         216 |       00:00:21 |       55.56% |        0.00% |       1.2633 |       2.3280 |      1.0000e-08 |
|      59 |         234 |       00:00:23 |       66.67% |        0.00% |       0.9652 |       2.3280 |      1.0000e-08 |
|      63 |         250 |       00:00:24 |       55.56% |              |       0.8756 |              |      1.0000e-09 |
|      63 |         252 |       00:00:24 |       55.56% |        0.00% |       1.2518 |       2.3280 |      1.0000e-09 |
|      68 |         270 |       00:00:26 |       22.22% |        0.00% |       1.8852 |       2.3280 |      1.0000e-09 |
|      72 |         288 |       00:00:28 |       66.67% |        0.00% |       1.2513 |       2.3280 |      1.0000e-10 |
|      75 |         300 |       00:00:29 |       44.44% |              |       1.3913 |              |      1.0000e-10 |
|      77 |         306 |       00:00:30 |       77.78% |        0.00% |       0.8500 |       2.3280 |      1.0000e-10 |
|      81 |         324 |       00:00:31 |       66.67% |        0.00% |       0.9879 |       2.3280 |      1.0000e-11 |
|      86 |         342 |       00:00:33 |       33.33% |        0.00% |       1.4845 |       2.3280 |      1.0000e-11 |
|      88 |         350 |       00:00:34 |       88.89% |              |       1.0145 |              |      1.0000e-11 |
|      90 |         360 |       00:00:35 |       55.56% |        0.00% |       0.9757 |       2.3280 |      1.0000e-11 |
|      95 |         378 |       00:00:36 |       55.56% |        0.00% |       1.1043 |       2.3280 |      1.0000e-12 |
|      99 |         396 |       00:00:38 |       77.78% |        0.00% |       0.8868 |       2.3280 |      1.0000e-12 |
|     100 |         400 |       00:00:39 |       77.78% |        0.00% |       0.8700 |       2.3280 |      1.0000e-12 |
|======================================================================================================================|
