Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:02 |        5.00% |        3.85% |       3.7881 |       3.7239 |          0.0010 |
|      10 |          50 |       00:00:44 |       65.00% |              |       2.0424 |              |          0.0010 |
|      12 |          60 |       00:00:54 |       75.00% |       15.38% |       1.8521 |       3.1397 |          0.0001 |
|      20 |         100 |       00:01:29 |       60.00% |              |       1.7530 |              |          0.0001 |
|      24 |         120 |       00:01:46 |       65.00% |       11.54% |       1.8077 |       3.3133 |      1.0000e-05 |
|      30 |         150 |       00:02:13 |       50.00% |              |       1.8832 |              |      1.0000e-05 |
|      36 |         180 |       00:02:39 |       70.00% |       23.08% |       1.5883 |       3.1473 |      1.0000e-06 |
|      40 |         200 |       00:02:57 |       65.00% |              |       1.6570 |              |      1.0000e-06 |
|      48 |         240 |       00:03:32 |       60.00% |       19.23% |       1.6832 |       3.1551 |      1.0000e-07 |
|      50 |         250 |       00:03:40 |       80.00% |              |       1.7113 |              |      1.0000e-07 |
|      60 |         300 |       00:04:24 |       65.00% |       15.38% |       2.0165 |       3.1827 |      1.0000e-08 |
|      70 |         350 |       00:05:08 |       70.00% |              |       1.8239 |              |      1.0000e-09 |
|      72 |         360 |       00:05:17 |       70.00% |       23.08% |       1.8045 |       3.1671 |      1.0000e-10 |
|      80 |         400 |       00:05:52 |       90.00% |              |       1.5475 |              |      1.0000e-10 |
|      84 |         420 |       00:06:09 |       65.00% |       23.08% |       1.8116 |       3.1398 |      1.0000e-11 |
|      90 |         450 |       00:06:35 |       65.00% |              |       1.7237 |              |      1.0000e-11 |
|      96 |         480 |       00:07:02 |       70.00% |       23.08% |       1.9976 |       3.1266 |      1.0000e-12 |
|     100 |         500 |       00:07:20 |       70.00% |       23.08% |       1.9435 |       3.0867 |      1.0000e-12 |
|======================================================================================================================|
