Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:02 |        0.00% |        0.00% |       3.9293 |       3.7061 |          0.0010 |
|      10 |          50 |       00:00:42 |       40.00% |              |       2.1095 |              |          0.0010 |
|      12 |          60 |       00:00:51 |       70.00% |       15.38% |       1.7103 |       3.3493 |          0.0001 |
|      20 |         100 |       00:01:24 |       65.00% |              |       1.9573 |              |          0.0001 |
|      24 |         120 |       00:01:40 |       60.00% |       19.23% |       1.7581 |       3.2468 |      1.0000e-05 |
|      30 |         150 |       00:02:05 |       65.00% |              |       1.8881 |              |      1.0000e-05 |
|      36 |         180 |       00:02:30 |       60.00% |       15.38% |       1.6660 |       3.4124 |      1.0000e-06 |
|      40 |         200 |       00:02:46 |       55.00% |              |       1.8339 |              |      1.0000e-06 |
|      48 |         240 |       00:03:19 |       70.00% |       19.23% |       1.6240 |       3.2137 |      1.0000e-07 |
|      50 |         250 |       00:03:27 |       50.00% |              |       1.9681 |              |      1.0000e-07 |
|      60 |         300 |       00:04:08 |       50.00% |       19.23% |       2.0649 |       3.2945 |      1.0000e-08 |
|      70 |         350 |       00:04:48 |       60.00% |              |       1.7255 |              |      1.0000e-09 |
|      72 |         360 |       00:04:57 |       70.00% |       15.38% |       1.6197 |       3.2601 |      1.0000e-10 |
|      80 |         400 |       00:05:30 |       40.00% |              |       2.1893 |              |      1.0000e-10 |
|      84 |         420 |       00:05:48 |       75.00% |       19.23% |       1.5999 |       3.3144 |      1.0000e-11 |
|      90 |         450 |       00:06:12 |       45.00% |              |       1.9668 |              |      1.0000e-11 |
|      96 |         480 |       00:06:38 |       65.00% |       19.23% |       1.7689 |       3.2574 |      1.0000e-12 |
|     100 |         500 |       00:06:55 |       60.00% |       19.23% |       1.7115 |       3.2945 |      1.0000e-12 |
|======================================================================================================================|
