Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |       11.54% |       3.7291 |       3.6569 |          0.0010 |
|      10 |          50 |       00:00:43 |       40.00% |              |       2.2974 |              |          0.0010 |
|      12 |          60 |       00:00:51 |       95.00% |       15.38% |       1.4920 |       3.0459 |          0.0001 |
|      20 |         100 |       00:01:24 |       55.00% |              |       2.1111 |              |          0.0001 |
|      24 |         120 |       00:01:41 |       50.00% |       15.38% |       2.0636 |       2.9662 |      1.0000e-05 |
|      30 |         150 |       00:02:06 |       75.00% |              |       1.5505 |              |      1.0000e-05 |
|      36 |         180 |       00:02:32 |       45.00% |       15.38% |       2.0266 |       3.0621 |      1.0000e-06 |
|      40 |         200 |       00:02:48 |       70.00% |              |       1.6923 |              |      1.0000e-06 |
|      48 |         240 |       00:03:23 |       70.00% |       15.38% |       1.6038 |       3.0612 |      1.0000e-07 |
|      50 |         250 |       00:03:31 |       75.00% |              |       1.5725 |              |      1.0000e-07 |
|      60 |         300 |       00:04:13 |       50.00% |       15.38% |       2.0657 |       2.9496 |      1.0000e-08 |
|      70 |         350 |       00:04:55 |       60.00% |              |       1.7471 |              |      1.0000e-09 |
|      72 |         360 |       00:05:03 |       75.00% |       15.38% |       1.6258 |       2.9496 |      1.0000e-10 |
|      80 |         400 |       00:05:36 |       75.00% |              |       1.5025 |              |      1.0000e-10 |
|      84 |         420 |       00:05:54 |       70.00% |       15.38% |       1.7351 |       2.9496 |      1.0000e-11 |
|      90 |         450 |       00:06:19 |       60.00% |              |       2.0272 |              |      1.0000e-11 |
|      96 |         480 |       00:06:45 |       55.00% |       15.38% |       1.9902 |       2.9496 |      1.0000e-12 |
|     100 |         500 |       00:07:02 |       70.00% |       15.38% |       1.7402 |       2.9878 |      1.0000e-12 |
|======================================================================================================================|
