Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       15.00% |        3.85% |       3.5636 |       3.7581 |          0.0010 |
|      10 |          50 |       00:00:43 |       45.00% |              |       2.0655 |              |          0.0010 |
|      12 |          60 |       00:00:52 |       65.00% |       19.23% |       1.8961 |       3.3000 |          0.0001 |
|      20 |         100 |       00:01:26 |       65.00% |              |       1.8579 |              |          0.0001 |
|      24 |         120 |       00:01:44 |       65.00% |       23.08% |       1.5465 |       3.1395 |      1.0000e-05 |
|      30 |         150 |       00:02:09 |       70.00% |              |       1.7294 |              |      1.0000e-05 |
|      36 |         180 |       00:02:35 |       60.00% |       19.23% |       1.8362 |       3.2289 |      1.0000e-06 |
|      40 |         200 |       00:02:52 |       55.00% |              |       1.7735 |              |      1.0000e-06 |
|      48 |         240 |       00:03:26 |       45.00% |       23.08% |       2.0698 |       3.1347 |      1.0000e-07 |
|      50 |         250 |       00:03:34 |       60.00% |              |       1.6997 |              |      1.0000e-07 |
|      60 |         300 |       00:04:17 |       45.00% |       19.23% |       2.0603 |       3.2283 |      1.0000e-08 |
|      70 |         350 |       00:04:59 |       65.00% |              |       1.6339 |              |      1.0000e-09 |
|      72 |         360 |       00:05:07 |       85.00% |       23.08% |       1.3980 |       3.1346 |      1.0000e-10 |
|      80 |         400 |       00:05:42 |       70.00% |              |       1.8338 |              |      1.0000e-10 |
|      84 |         420 |       00:06:00 |       70.00% |       19.23% |       1.7045 |       3.2072 |      1.0000e-11 |
|      90 |         450 |       00:06:26 |       70.00% |              |       1.7297 |              |      1.0000e-11 |
|      96 |         480 |       00:06:52 |       60.00% |       23.08% |       1.7617 |       3.1346 |      1.0000e-12 |
|     100 |         500 |       00:07:10 |       70.00% |       23.08% |       1.4773 |       3.1346 |      1.0000e-12 |
|======================================================================================================================|
