Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:02 |       10.00% |        0.00% |       3.7882 |       3.7728 |          0.0010 |
|      10 |          50 |       00:00:41 |       55.00% |              |       2.2250 |              |          0.0010 |
|      12 |          60 |       00:00:50 |       60.00% |        7.69% |       2.2360 |       3.2799 |          0.0001 |
|      20 |         100 |       00:01:23 |       55.00% |              |       1.9357 |              |          0.0001 |
|      24 |         120 |       00:01:40 |       65.00% |       15.38% |       1.8945 |       3.0478 |      1.0000e-05 |
|      30 |         150 |       00:02:04 |       75.00% |              |       1.5606 |              |      1.0000e-05 |
|      36 |         180 |       00:02:29 |       80.00% |       11.54% |       1.6536 |       3.1088 |      1.0000e-06 |
|      40 |         200 |       00:02:47 |       65.00% |              |       1.7359 |              |      1.0000e-06 |
|      48 |         240 |       00:03:21 |       60.00% |       11.54% |       2.1285 |       3.0616 |      1.0000e-07 |
|      50 |         250 |       00:03:29 |       75.00% |              |       1.7531 |              |      1.0000e-07 |
|      60 |         300 |       00:04:11 |       80.00% |       11.54% |       1.5911 |       3.1071 |      1.0000e-08 |
|      70 |         350 |       00:04:53 |       90.00% |              |       1.5474 |              |      1.0000e-09 |
|      72 |         360 |       00:05:02 |       70.00% |       11.54% |       1.7493 |       3.0612 |      1.0000e-10 |
|      80 |         400 |       00:05:34 |       70.00% |              |       1.8407 |              |      1.0000e-10 |
|      84 |         420 |       00:05:51 |       70.00% |       11.54% |       1.8185 |       3.1074 |      1.0000e-11 |
|      90 |         450 |       00:06:16 |       65.00% |              |       1.8212 |              |      1.0000e-11 |
|      96 |         480 |       00:06:41 |       80.00% |       11.54% |       1.6220 |       3.1008 |      1.0000e-12 |
|     100 |         500 |       00:06:59 |       75.00% |       11.54% |       1.6169 |       3.1986 |      1.0000e-12 |
|======================================================================================================================|
