Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |       11.54% |       3.6649 |       3.7017 |          0.0010 |
|      10 |          50 |       00:00:41 |       40.00% |              |       2.6744 |              |          0.0010 |
|      12 |          60 |       00:00:50 |       10.00% |        0.00% |       3.0117 |       3.4242 |          0.0001 |
|      20 |         100 |       00:01:23 |       40.00% |              |       2.6420 |              |          0.0001 |
|      24 |         120 |       00:01:40 |       20.00% |        0.00% |       2.7785 |       3.4078 |      1.0000e-05 |
|      30 |         150 |       00:02:05 |       30.00% |              |       2.3266 |              |      1.0000e-05 |
|      36 |         180 |       00:02:29 |       15.00% |        0.00% |       2.8239 |       3.3783 |      1.0000e-06 |
|      40 |         200 |       00:02:45 |       35.00% |              |       2.5504 |              |      1.0000e-06 |
|      48 |         240 |       00:03:19 |       35.00% |        0.00% |       2.5197 |       3.3611 |      1.0000e-07 |
|      50 |         250 |       00:03:27 |       20.00% |              |       2.6383 |              |      1.0000e-07 |
|      60 |         300 |       00:04:09 |       35.00% |        0.00% |       2.5073 |       3.4075 |      1.0000e-08 |
|      70 |         350 |       00:04:50 |       15.00% |              |       3.0334 |              |      1.0000e-09 |
|      72 |         360 |       00:04:58 |       15.00% |        0.00% |       2.6839 |       3.3770 |      1.0000e-10 |
|      80 |         400 |       00:05:31 |       45.00% |              |       2.3083 |              |      1.0000e-10 |
|      84 |         420 |       00:05:48 |       25.00% |        0.00% |       2.5991 |       3.3610 |      1.0000e-11 |
|      90 |         450 |       00:06:13 |       25.00% |              |       2.9034 |              |      1.0000e-11 |
|      96 |         480 |       00:06:39 |       30.00% |        0.00% |       2.7175 |       3.3610 |      1.0000e-12 |
|     100 |         500 |       00:06:56 |       40.00% |        0.00% |       2.3617 |       3.3610 |      1.0000e-12 |
|======================================================================================================================|
