Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:02 |       10.00% |        3.85% |       3.8248 |       3.6895 |          0.0010 |
|      10 |          50 |       00:00:44 |       50.00% |              |       2.1494 |              |          0.0010 |
|      12 |          60 |       00:00:54 |       65.00% |       23.08% |       1.8138 |       3.0280 |          0.0001 |
|      20 |         100 |       00:01:28 |       65.00% |              |       2.0353 |              |          0.0001 |
|      24 |         120 |       00:01:46 |       90.00% |       19.23% |       1.3907 |       3.0063 |      1.0000e-05 |
|      30 |         150 |       00:02:12 |       75.00% |              |       1.6331 |              |      1.0000e-05 |
|      36 |         180 |       00:02:39 |       70.00% |       19.23% |       1.7128 |       2.9899 |      1.0000e-06 |
|      40 |         200 |       00:02:56 |       75.00% |              |       1.8125 |              |      1.0000e-06 |
|      48 |         240 |       00:03:31 |       75.00% |       19.23% |       1.6435 |       2.9200 |      1.0000e-07 |
|      50 |         250 |       00:03:40 |       65.00% |              |       1.7025 |              |      1.0000e-07 |
|      60 |         300 |       00:04:23 |       65.00% |       19.23% |       1.6309 |       2.9200 |      1.0000e-08 |
|      70 |         350 |       00:05:06 |       80.00% |              |       1.7021 |              |      1.0000e-09 |
|      72 |         360 |       00:05:16 |       90.00% |       23.08% |       1.4532 |       2.9264 |      1.0000e-10 |
|      80 |         400 |       00:05:50 |       80.00% |              |       1.6486 |              |      1.0000e-10 |
|      84 |         420 |       00:06:08 |       65.00% |       19.23% |       1.7835 |       2.9200 |      1.0000e-11 |
|      90 |         450 |       00:06:34 |       55.00% |              |       2.1715 |              |      1.0000e-11 |
|      96 |         480 |       00:06:59 |       80.00% |       19.23% |       1.5727 |       2.9200 |      1.0000e-12 |
|     100 |         500 |       00:07:18 |       80.00% |       19.23% |       1.5262 |       2.9894 |      1.0000e-12 |
|======================================================================================================================|
