Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |        0.00% |       12.50% |       2.0948 |       2.0799 |          0.0010 |
|       4 |          16 |       00:00:01 |       25.00% |        0.00% |       1.9493 |       2.0875 |          0.0010 |
|       8 |          32 |       00:00:03 |       25.00% |       12.50% |       1.7268 |       2.0742 |          0.0010 |
|      12 |          48 |       00:00:04 |       37.50% |       25.00% |       1.3276 |       2.4637 |          0.0001 |
|      13 |          50 |       00:00:04 |       37.50% |              |       1.6062 |              |          0.0001 |
|      16 |          64 |       00:00:05 |       62.50% |       12.50% |       1.1938 |       2.2830 |          0.0001 |
|      20 |          80 |       00:00:07 |       37.50% |       12.50% |       1.5576 |       2.3250 |          0.0001 |
|      24 |          96 |       00:00:08 |       50.00% |       12.50% |       1.1270 |       2.3232 |      1.0000e-05 |
|      25 |         100 |       00:00:08 |       75.00% |              |       1.4532 |              |      1.0000e-05 |
|      28 |         112 |       00:00:09 |       62.50% |       12.50% |       1.0085 |       2.3251 |      1.0000e-05 |
|      32 |         128 |       00:00:10 |       87.50% |       12.50% |       1.0107 |       2.3274 |      1.0000e-06 |
|      36 |         144 |       00:00:12 |       37.50% |       12.50% |       1.7827 |       2.3270 |      1.0000e-06 |
|      38 |         150 |       00:00:12 |       37.50% |              |       1.6821 |              |      1.0000e-06 |
|      40 |         160 |       00:00:13 |       50.00% |       12.50% |       1.6433 |       2.3267 |      1.0000e-06 |
|      44 |         176 |       00:00:14 |       75.00% |       12.50% |       1.1836 |       2.3268 |      1.0000e-07 |
|      48 |         192 |       00:00:16 |       75.00% |       12.50% |       1.0638 |       2.3268 |      1.0000e-07 |
|      50 |         200 |       00:00:16 |       62.50% |              |       1.5542 |              |      1.0000e-07 |
|      52 |         208 |       00:00:17 |       37.50% |       12.50% |       1.6567 |       2.3268 |      1.0000e-08 |
|      56 |         224 |       00:00:18 |       37.50% |       12.50% |       1.8637 |       2.3268 |      1.0000e-08 |
|      60 |         240 |       00:00:20 |       87.50% |       12.50% |       1.0421 |       2.3268 |      1.0000e-08 |
|      63 |         250 |       00:00:20 |       37.50% |              |       1.5133 |              |      1.0000e-09 |
|      64 |         256 |       00:00:21 |       87.50% |       12.50% |       0.8886 |       2.3268 |      1.0000e-09 |
|      68 |         272 |       00:00:22 |       62.50% |       12.50% |       1.9512 |       2.3268 |      1.0000e-09 |
|      72 |         288 |       00:00:24 |       50.00% |       12.50% |       1.4872 |       2.3268 |      1.0000e-10 |
|      75 |         300 |       00:00:25 |       37.50% |              |       1.7431 |              |      1.0000e-10 |
|      76 |         304 |       00:00:25 |       50.00% |       12.50% |       1.3265 |       2.3268 |      1.0000e-10 |
|      80 |         320 |       00:00:26 |       75.00% |       12.50% |       0.9539 |       2.3268 |      1.0000e-10 |
|      84 |         336 |       00:00:28 |       50.00% |       12.50% |       1.6046 |       2.3268 |      1.0000e-11 |
|      88 |         350 |       00:00:29 |       62.50% |              |       1.2090 |              |      1.0000e-11 |
|      88 |         352 |       00:00:29 |       50.00% |       12.50% |       1.6755 |       2.3268 |      1.0000e-11 |
|      92 |         368 |       00:00:30 |       87.50% |       12.50% |       0.9322 |       2.3268 |      1.0000e-12 |
|      96 |         384 |       00:00:32 |       62.50% |       12.50% |       1.4268 |       2.3268 |      1.0000e-12 |
|     100 |         400 |       00:00:33 |       75.00% |       12.50% |       0.9831 |       2.3268 |      1.0000e-12 |
|======================================================================================================================|
