Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:02 |       10.00% |        3.85% |       3.7974 |       3.8018 |          0.0010 |
|      10 |          50 |       00:00:43 |       50.00% |              |       2.2280 |              |          0.0010 |
|      12 |          60 |       00:00:52 |       70.00% |       15.38% |       1.8092 |       3.4011 |          0.0001 |
|      20 |         100 |       00:01:25 |       75.00% |              |       1.7804 |              |          0.0001 |
|      24 |         120 |       00:01:43 |       75.00% |       19.23% |       1.7295 |       3.2938 |      1.0000e-05 |
|      30 |         150 |       00:02:08 |       55.00% |              |       2.0595 |              |      1.0000e-05 |
|      36 |         180 |       00:02:33 |       60.00% |       19.23% |       1.9105 |       3.3515 |      1.0000e-06 |
|      40 |         200 |       00:02:50 |       70.00% |              |       1.6750 |              |      1.0000e-06 |
|      48 |         240 |       00:03:25 |       75.00% |       19.23% |       1.3979 |       3.3516 |      1.0000e-07 |
|      50 |         250 |       00:03:33 |       55.00% |              |       1.7469 |              |      1.0000e-07 |
|      60 |         300 |       00:04:17 |       60.00% |       19.23% |       1.8341 |       3.2922 |      1.0000e-08 |
|      70 |         350 |       00:04:59 |       70.00% |              |       1.6570 |              |      1.0000e-09 |
|      72 |         360 |       00:05:08 |       85.00% |       19.23% |       1.4955 |       3.3338 |      1.0000e-10 |
|      80 |         400 |       00:05:41 |       80.00% |              |       1.4215 |              |      1.0000e-10 |
|      84 |         420 |       00:05:59 |       60.00% |       19.23% |       1.9121 |       3.3707 |      1.0000e-11 |
|      90 |         450 |       00:06:24 |       75.00% |              |       1.6733 |              |      1.0000e-11 |
|      96 |         480 |       00:06:50 |       80.00% |       19.23% |       1.5033 |       3.2929 |      1.0000e-12 |
|     100 |         500 |       00:07:07 |       75.00% |       19.23% |       2.0078 |       3.3516 |      1.0000e-12 |
|======================================================================================================================|
