Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |       11.54% |       3.7707 |       3.7604 |          0.0010 |
|      10 |          50 |       00:00:42 |       55.00% |              |       2.1444 |              |          0.0010 |
|      12 |          60 |       00:00:51 |       40.00% |       15.38% |       2.4561 |       3.0288 |          0.0001 |
|      20 |         100 |       00:01:24 |       50.00% |              |       2.2076 |              |          0.0001 |
|      24 |         120 |       00:01:42 |       60.00% |       23.08% |       2.0800 |       2.8866 |      1.0000e-05 |
|      30 |         150 |       00:02:06 |       40.00% |              |       2.5543 |              |      1.0000e-05 |
|      36 |         180 |       00:02:32 |       50.00% |       19.23% |       2.0973 |       2.9148 |      1.0000e-06 |
|      40 |         200 |       00:02:48 |       45.00% |              |       2.1426 |              |      1.0000e-06 |
|      48 |         240 |       00:03:22 |       65.00% |       19.23% |       1.9360 |       2.9482 |      1.0000e-07 |
|      50 |         250 |       00:03:30 |       50.00% |              |       2.0934 |              |      1.0000e-07 |
|      60 |         300 |       00:04:12 |       50.00% |       19.23% |       2.1940 |       2.9145 |      1.0000e-08 |
|      70 |         350 |       00:04:54 |       45.00% |              |       2.0839 |              |      1.0000e-09 |
|      72 |         360 |       00:05:03 |       40.00% |       19.23% |       2.3049 |       2.9204 |      1.0000e-10 |
|      80 |         400 |       00:05:37 |       65.00% |              |       2.0436 |              |      1.0000e-10 |
|      84 |         420 |       00:05:54 |       60.00% |       19.23% |       2.1564 |       2.9144 |      1.0000e-11 |
|      90 |         450 |       00:06:19 |       55.00% |              |       2.0520 |              |      1.0000e-11 |
|      96 |         480 |       00:06:45 |       50.00% |       19.23% |       2.0871 |       2.9144 |      1.0000e-12 |
|     100 |         500 |       00:07:02 |       65.00% |       19.23% |       1.9516 |       2.9302 |      1.0000e-12 |
|======================================================================================================================|
