Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |        0.00% |       3.7992 |       3.7286 |          0.0010 |
|      10 |          50 |       00:00:41 |       35.00% |              |       2.5921 |              |          0.0010 |
|      12 |          60 |       00:00:50 |       60.00% |        7.69% |       2.0931 |       3.6887 |          0.0001 |
|      20 |         100 |       00:01:22 |       70.00% |              |       2.0518 |              |          0.0001 |
|      24 |         120 |       00:01:38 |       65.00% |        7.69% |       2.1586 |       3.6631 |      1.0000e-05 |
|      30 |         150 |       00:02:02 |       35.00% |              |       2.4079 |              |      1.0000e-05 |
|      36 |         180 |       00:02:27 |       40.00% |        7.69% |       2.4782 |       3.6997 |      1.0000e-06 |
|      40 |         200 |       00:02:44 |       40.00% |              |       2.2718 |              |      1.0000e-06 |
|      48 |         240 |       00:03:17 |       30.00% |        7.69% |       2.3965 |       3.6637 |      1.0000e-07 |
|      50 |         250 |       00:03:25 |       60.00% |              |       2.0935 |              |      1.0000e-07 |
|      60 |         300 |       00:04:07 |       40.00% |        7.69% |       2.3814 |       3.6654 |      1.0000e-08 |
|      70 |         350 |       00:04:48 |       45.00% |              |       2.4233 |              |      1.0000e-09 |
|      72 |         360 |       00:04:56 |       45.00% |        7.69% |       2.5181 |       3.6998 |      1.0000e-10 |
|      80 |         400 |       00:05:29 |       30.00% |              |       2.3252 |              |      1.0000e-10 |
|      84 |         420 |       00:05:46 |       45.00% |        7.69% |       2.3549 |       3.6654 |      1.0000e-11 |
|      90 |         450 |       00:06:10 |       40.00% |              |       2.2923 |              |      1.0000e-11 |
|      96 |         480 |       00:06:35 |       25.00% |        7.69% |       2.5124 |       3.6654 |      1.0000e-12 |
|     100 |         500 |       00:06:52 |       60.00% |        7.69% |       2.2114 |       3.6670 |      1.0000e-12 |
|======================================================================================================================|
