Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       10.00% |       23.81% |       2.0838 |       1.8225 |          0.0010 |
|       5 |          50 |       00:00:25 |       60.00% |       61.90% |       1.0001 |       1.0775 |          0.0010 |
|      10 |         100 |       00:00:51 |       90.00% |       85.71% |       0.3280 |       0.5600 |          0.0010 |
|      14 |         150 |       00:01:16 |      100.00% |       90.48% |       0.1266 |       0.4256 |          0.0001 |
|      19 |         200 |       00:01:41 |       90.00% |       90.48% |       0.3337 |       0.3772 |          0.0001 |
|      23 |         250 |       00:02:06 |      100.00% |       90.48% |       0.0938 |       0.4176 |      1.0000e-05 |
|      28 |         300 |       00:02:31 |      100.00% |       95.24% |       0.0803 |       0.3325 |      1.0000e-05 |
|      32 |         350 |       00:02:56 |      100.00% |       95.24% |       0.1236 |       0.3966 |      1.0000e-06 |
|      37 |         400 |       00:03:21 |       90.00% |       95.24% |       0.3247 |       0.3421 |      1.0000e-06 |
|      41 |         450 |       00:03:47 |       90.00% |       95.24% |       0.2444 |       0.3316 |      1.0000e-07 |
|      46 |         500 |       00:04:12 |      100.00% |       95.24% |       0.1067 |       0.3315 |      1.0000e-07 |
|      50 |         550 |       00:04:37 |      100.00% |       95.24% |       0.2015 |       0.3209 |      1.0000e-07 |
|      55 |         600 |       00:05:02 |      100.00% |       95.24% |       0.0485 |       0.3330 |      1.0000e-08 |
|      60 |         650 |       00:05:27 |      100.00% |       90.48% |       0.0793 |       0.3950 |      1.0000e-08 |
|      64 |         700 |       00:05:52 |       90.00% |       90.48% |       0.2086 |       0.4209 |      1.0000e-09 |
|      69 |         750 |       00:06:18 |      100.00% |       90.48% |       0.1021 |       0.3782 |      1.0000e-09 |
|      73 |         800 |       00:06:43 |      100.00% |       90.48% |       0.0743 |       0.3988 |      1.0000e-10 |
|      78 |         850 |       00:07:08 |      100.00% |       95.24% |       0.1041 |       0.3289 |      1.0000e-10 |
|      82 |         900 |       00:07:33 |      100.00% |       95.24% |       0.0805 |       0.2838 |      1.0000e-11 |
|      87 |         950 |       00:07:59 |      100.00% |       95.24% |       0.1344 |       0.2947 |      1.0000e-11 |
|      91 |        1000 |       00:08:23 |      100.00% |       95.24% |       0.0921 |       0.3209 |      1.0000e-12 |
|      96 |        1050 |       00:08:49 |      100.00% |       95.24% |       0.1593 |       0.2838 |      1.0000e-12 |
|     100 |        1100 |       00:09:14 |      100.00% |       95.24% |       0.0501 |       0.3331 |      1.0000e-12 |
|======================================================================================================================|
