Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |       23.81% |       1.8167 |       1.7563 |          0.0010 |
|       5 |          50 |       00:00:25 |       80.00% |       61.90% |       0.8319 |       1.2938 |          0.0010 |
|      10 |         100 |       00:00:49 |       80.00% |       66.67% |       0.5675 |       1.0498 |          0.0010 |
|      14 |         150 |       00:01:14 |       70.00% |       71.43% |       0.7489 |       1.1781 |          0.0001 |
|      19 |         200 |       00:01:38 |       90.00% |       66.67% |       0.3422 |       1.2435 |          0.0001 |
|      23 |         250 |       00:02:02 |      100.00% |       61.90% |       0.2484 |       1.0495 |      1.0000e-05 |
|      28 |         300 |       00:02:26 |       80.00% |       61.90% |       0.6691 |       1.0923 |      1.0000e-05 |
|      32 |         350 |       00:02:50 |       70.00% |       57.14% |       0.8182 |       1.1268 |      1.0000e-06 |
|      37 |         400 |       00:03:14 |      100.00% |       57.14% |       0.1860 |       1.1530 |      1.0000e-06 |
|      41 |         450 |       00:03:39 |      100.00% |       57.14% |       0.0780 |       1.1269 |      1.0000e-07 |
|      46 |         500 |       00:04:03 |      100.00% |       61.90% |       0.1815 |       1.0774 |      1.0000e-07 |
|      50 |         550 |       00:04:27 |       80.00% |       66.67% |       0.5484 |       1.0749 |      1.0000e-07 |
|      55 |         600 |       00:04:51 |       90.00% |       61.90% |       0.4933 |       1.0721 |      1.0000e-08 |
|      60 |         650 |       00:05:16 |       90.00% |       61.90% |       0.5347 |       1.2243 |      1.0000e-08 |
|      64 |         700 |       00:05:40 |       90.00% |       61.90% |       0.3235 |       1.0739 |      1.0000e-09 |
|      69 |         750 |       00:06:04 |       90.00% |       61.90% |       0.2653 |       1.0690 |      1.0000e-09 |
|      73 |         800 |       00:06:28 |      100.00% |       61.90% |       0.1944 |       1.0752 |      1.0000e-10 |
|      78 |         850 |       00:06:53 |       90.00% |       61.90% |       0.2897 |       1.0683 |      1.0000e-10 |
|      82 |         900 |       00:07:17 |       90.00% |       61.90% |       0.3016 |       1.0774 |      1.0000e-11 |
|      87 |         950 |       00:07:41 |      100.00% |       61.90% |       0.1856 |       1.0721 |      1.0000e-11 |
|      91 |        1000 |       00:08:05 |       90.00% |       61.90% |       0.4081 |       1.0684 |      1.0000e-12 |
|      96 |        1050 |       00:08:30 |      100.00% |       66.67% |       0.1993 |       1.0347 |      1.0000e-12 |
|     100 |        1100 |       00:08:55 |       90.00% |       61.90% |       0.2838 |       0.9168 |      1.0000e-12 |
|======================================================================================================================|
