Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       20.00% |       23.81% |       1.8891 |       1.8140 |          0.0010 |
|       5 |          50 |       00:00:26 |       90.00% |       47.62% |       0.7364 |       1.3859 |          0.0010 |
|      10 |         100 |       00:00:51 |       90.00% |       42.86% |       0.5202 |       1.4033 |          0.0010 |
|      14 |         150 |       00:01:16 |       80.00% |       57.14% |       0.5525 |       1.1254 |          0.0001 |
|      19 |         200 |       00:01:40 |      100.00% |       52.38% |       0.0844 |       1.1586 |          0.0001 |
|      23 |         250 |       00:02:05 |       80.00% |       57.14% |       0.4655 |       1.2175 |      1.0000e-05 |
|      28 |         300 |       00:02:30 |      100.00% |       52.38% |       0.1151 |       1.2759 |      1.0000e-05 |
|      32 |         350 |       00:02:54 |       90.00% |       52.38% |       0.6588 |       1.1912 |      1.0000e-06 |
|      37 |         400 |       00:03:19 |      100.00% |       47.62% |       0.2137 |       1.3648 |      1.0000e-06 |
|      41 |         450 |       00:03:43 |      100.00% |       52.38% |       0.1385 |       1.3572 |      1.0000e-07 |
|      46 |         500 |       00:04:08 |      100.00% |       52.38% |       0.0784 |       1.2146 |      1.0000e-07 |
|      50 |         550 |       00:04:33 |       90.00% |       52.38% |       0.3344 |       1.2631 |      1.0000e-07 |
|      55 |         600 |       00:04:58 |      100.00% |       52.38% |       0.2381 |       1.1957 |      1.0000e-08 |
|      60 |         650 |       00:05:22 |       90.00% |       57.14% |       0.3904 |       1.2060 |      1.0000e-08 |
|      64 |         700 |       00:05:46 |      100.00% |       52.38% |       0.1007 |       1.2263 |      1.0000e-09 |
|      69 |         750 |       00:06:12 |      100.00% |       57.14% |       0.1256 |       1.2179 |      1.0000e-09 |
|      73 |         800 |       00:06:36 |      100.00% |       52.38% |       0.1268 |       1.2330 |      1.0000e-10 |
|      78 |         850 |       00:07:01 |      100.00% |       52.38% |       0.1840 |       1.3126 |      1.0000e-10 |
|      82 |         900 |       00:07:26 |       80.00% |       52.38% |       0.4717 |       1.2445 |      1.0000e-11 |
|      87 |         950 |       00:07:51 |      100.00% |       52.38% |       0.1754 |       1.2321 |      1.0000e-11 |
|      91 |        1000 |       00:08:16 |       90.00% |       52.38% |       0.3043 |       1.2503 |      1.0000e-12 |
|      96 |        1050 |       00:08:40 |      100.00% |       52.38% |       0.1444 |       1.3503 |      1.0000e-12 |
|     100 |        1100 |       00:09:06 |      100.00% |       57.14% |       0.0908 |       1.2545 |      1.0000e-12 |
|======================================================================================================================|
