Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       20.00% |       19.05% |       1.8100 |       1.7644 |          0.0010 |
|       5 |          50 |       00:00:25 |       50.00% |       61.90% |       1.1866 |       1.2280 |          0.0010 |
|      10 |         100 |       00:00:49 |       90.00% |       57.14% |       0.5679 |       1.3164 |          0.0010 |
|      14 |         150 |       00:01:14 |       80.00% |       66.67% |       0.4817 |       1.2566 |          0.0001 |
|      19 |         200 |       00:01:38 |      100.00% |       71.43% |       0.2120 |       1.1945 |          0.0001 |
|      23 |         250 |       00:02:02 |       90.00% |       71.43% |       0.3854 |       1.2113 |      1.0000e-05 |
|      28 |         300 |       00:02:26 |      100.00% |       66.67% |       0.3636 |       1.1708 |      1.0000e-05 |
|      32 |         350 |       00:02:50 |      100.00% |       66.67% |       0.2261 |       1.2637 |      1.0000e-06 |
|      37 |         400 |       00:03:14 |       70.00% |       61.90% |       0.5929 |       1.2843 |      1.0000e-06 |
|      41 |         450 |       00:03:39 |      100.00% |       66.67% |       0.1984 |       1.2690 |      1.0000e-07 |
|      46 |         500 |       00:04:03 |       60.00% |       66.67% |       0.8904 |       1.1542 |      1.0000e-07 |
|      50 |         550 |       00:04:27 |       80.00% |       61.90% |       0.5320 |       1.3527 |      1.0000e-07 |
|      55 |         600 |       00:04:51 |       90.00% |       66.67% |       0.3430 |       1.2426 |      1.0000e-08 |
|      60 |         650 |       00:05:15 |       90.00% |       66.67% |       0.4002 |       1.2690 |      1.0000e-08 |
|      64 |         700 |       00:05:39 |       80.00% |       66.67% |       0.3152 |       1.3292 |      1.0000e-09 |
|      69 |         750 |       00:06:03 |       90.00% |       66.67% |       0.2776 |       1.1559 |      1.0000e-09 |
|      73 |         800 |       00:06:28 |       80.00% |       66.67% |       0.4779 |       1.2753 |      1.0000e-10 |
|      78 |         850 |       00:06:52 |       90.00% |       66.67% |       0.4591 |       1.1755 |      1.0000e-10 |
|      82 |         900 |       00:07:16 |       80.00% |       66.67% |       0.3171 |       1.2549 |      1.0000e-11 |
|      87 |         950 |       00:07:41 |       90.00% |       61.90% |       0.4628 |       1.3527 |      1.0000e-11 |
|      91 |        1000 |       00:08:05 |      100.00% |       66.67% |       0.1270 |       1.2724 |      1.0000e-12 |
|      96 |        1050 |       00:08:29 |       90.00% |       66.67% |       0.3994 |       1.1521 |      1.0000e-12 |
|     100 |        1100 |       00:08:54 |       80.00% |       66.67% |       0.3833 |       1.2670 |      1.0000e-12 |
|======================================================================================================================|
