Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       22.22% |        0.00% |       2.1316 |       2.1375 |          0.0010 |
|       5 |          18 |       00:00:02 |       44.44% |       25.00% |       1.7595 |       2.0447 |          0.0010 |
|       9 |          36 |       00:00:03 |       44.44% |       25.00% |       1.3334 |       1.8156 |          0.0010 |
|      13 |          50 |       00:00:05 |       77.78% |              |       0.9271 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       44.44% |       25.00% |       1.2730 |       1.8509 |          0.0001 |
|      18 |          72 |       00:00:07 |       88.89% |       25.00% |       0.9252 |       1.7097 |          0.0001 |
|      23 |          90 |       00:00:09 |       77.78% |       25.00% |       0.8945 |       1.6963 |      1.0000e-05 |
|      25 |         100 |       00:00:10 |       66.67% |              |       1.4791 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       55.56% |       25.00% |       1.2644 |       1.6937 |      1.0000e-05 |
|      32 |         126 |       00:00:12 |       33.33% |       25.00% |       1.5879 |       1.6827 |      1.0000e-06 |
|      36 |         144 |       00:00:14 |       88.89% |       25.00% |       0.7988 |       1.6830 |      1.0000e-06 |
|      38 |         150 |       00:00:15 |       55.56% |              |       1.3553 |              |      1.0000e-06 |
|      41 |         162 |       00:00:16 |       77.78% |       25.00% |       1.1593 |       1.6832 |      1.0000e-07 |
|      45 |         180 |       00:00:18 |       88.89% |       25.00% |       1.0436 |       1.6831 |      1.0000e-07 |
|      50 |         198 |       00:00:19 |      100.00% |       25.00% |       0.7203 |       1.6831 |      1.0000e-07 |
|      50 |         200 |       00:00:20 |       66.67% |              |       1.0694 |              |      1.0000e-07 |
|      54 |         216 |       00:00:21 |       88.89% |       25.00% |       0.7270 |       1.6831 |      1.0000e-08 |
|      59 |         234 |       00:00:23 |       66.67% |       25.00% |       0.8820 |       1.6831 |      1.0000e-08 |
|      63 |         250 |       00:00:24 |       77.78% |              |       1.0387 |              |      1.0000e-09 |
|      63 |         252 |       00:00:25 |       44.44% |       25.00% |       1.3264 |       1.6831 |      1.0000e-09 |
|      68 |         270 |       00:00:26 |       77.78% |       25.00% |       0.8734 |       1.6831 |      1.0000e-09 |
|      72 |         288 |       00:00:28 |       77.78% |       25.00% |       1.0287 |       1.6831 |      1.0000e-10 |
|      75 |         300 |       00:00:29 |       77.78% |              |       1.0996 |              |      1.0000e-10 |
|      77 |         306 |       00:00:30 |       88.89% |       25.00% |       0.8687 |       1.6831 |      1.0000e-10 |
|      81 |         324 |       00:00:32 |       88.89% |       25.00% |       0.8291 |       1.6831 |      1.0000e-11 |
|      86 |         342 |       00:00:34 |       55.56% |       25.00% |       1.1515 |       1.6831 |      1.0000e-11 |
|      88 |         350 |       00:00:34 |      100.00% |              |       0.7975 |              |      1.0000e-11 |
|      90 |         360 |       00:00:35 |       66.67% |       25.00% |       1.2308 |       1.6831 |      1.0000e-11 |
|      95 |         378 |       00:00:37 |       66.67% |       25.00% |       1.2540 |       1.6831 |      1.0000e-12 |
|      99 |         396 |       00:00:39 |       77.78% |       25.00% |       0.8390 |       1.6831 |      1.0000e-12 |
|     100 |         400 |       00:00:39 |       66.67% |       25.00% |       0.9681 |       1.6831 |      1.0000e-12 |
|======================================================================================================================|
