Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       22.22% |       50.00% |       2.0553 |       2.0563 |          0.0010 |
|       5 |          18 |       00:00:02 |       44.44% |       50.00% |       1.6391 |       1.3460 |          0.0010 |
|       9 |          36 |       00:00:03 |       88.89% |       75.00% |       0.5880 |       0.8382 |          0.0010 |
|      13 |          50 |       00:00:05 |       77.78% |              |       0.6905 |              |          0.0001 |
|      14 |          54 |       00:00:05 |      100.00% |       75.00% |       0.5527 |       0.7490 |          0.0001 |
|      18 |          72 |       00:00:07 |       88.89% |       75.00% |       0.7191 |       0.7865 |          0.0001 |
|      23 |          90 |       00:00:09 |      100.00% |       75.00% |       0.1948 |       0.8395 |      1.0000e-05 |
|      25 |         100 |       00:00:10 |      100.00% |              |       0.5376 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       77.78% |       75.00% |       0.7888 |       0.8527 |      1.0000e-05 |
|      32 |         126 |       00:00:12 |      100.00% |       75.00% |       0.3048 |       0.8493 |      1.0000e-06 |
|      36 |         144 |       00:00:14 |       88.89% |       75.00% |       0.5374 |       0.8490 |      1.0000e-06 |
|      38 |         150 |       00:00:15 |      100.00% |              |       0.2404 |              |      1.0000e-06 |
|      41 |         162 |       00:00:16 |       88.89% |       75.00% |       0.6161 |       0.8488 |      1.0000e-07 |
|      45 |         180 |       00:00:17 |      100.00% |       75.00% |       0.3686 |       0.8488 |      1.0000e-07 |
|      50 |         198 |       00:00:19 |      100.00% |       75.00% |       0.4050 |       0.8488 |      1.0000e-07 |
|      50 |         200 |       00:00:19 |       88.89% |              |       0.3922 |              |      1.0000e-07 |
|      54 |         216 |       00:00:21 |       77.78% |       75.00% |       1.1199 |       0.8488 |      1.0000e-08 |
|      59 |         234 |       00:00:23 |      100.00% |       75.00% |       0.2877 |       0.8488 |      1.0000e-08 |
|      63 |         250 |       00:00:24 |       88.89% |              |       0.3256 |              |      1.0000e-09 |
|      63 |         252 |       00:00:25 |      100.00% |       75.00% |       0.4147 |       0.8488 |      1.0000e-09 |
|      68 |         270 |       00:00:26 |       88.89% |       75.00% |       0.4695 |       0.8488 |      1.0000e-09 |
|      72 |         288 |       00:00:28 |      100.00% |       75.00% |       0.3513 |       0.8488 |      1.0000e-10 |
|      75 |         300 |       00:00:29 |       77.78% |              |       0.6520 |              |      1.0000e-10 |
|      77 |         306 |       00:00:30 |       88.89% |       75.00% |       0.8440 |       0.8488 |      1.0000e-10 |
|      81 |         324 |       00:00:32 |      100.00% |       75.00% |       0.4285 |       0.8488 |      1.0000e-11 |
|      86 |         342 |       00:00:34 |      100.00% |       75.00% |       0.4916 |       0.8488 |      1.0000e-11 |
|      88 |         350 |       00:00:34 |      100.00% |              |       0.3679 |              |      1.0000e-11 |
|      90 |         360 |       00:00:35 |      100.00% |       75.00% |       0.3215 |       0.8488 |      1.0000e-11 |
|      95 |         378 |       00:00:37 |      100.00% |       75.00% |       0.3291 |       0.8488 |      1.0000e-12 |
|      99 |         396 |       00:00:39 |      100.00% |       75.00% |       0.3546 |       0.8488 |      1.0000e-12 |
|     100 |         400 |       00:00:39 |       88.89% |       75.00% |       0.5155 |       0.8488 |      1.0000e-12 |
|======================================================================================================================|
