Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |        0.00% |        0.00% |       2.0884 |       2.0858 |          0.0010 |
|       5 |          18 |       00:00:02 |       55.56% |        0.00% |       1.5620 |       2.3339 |          0.0010 |
|       9 |          36 |       00:00:03 |       55.56% |        0.00% |       1.1795 |       2.1710 |          0.0010 |
|      13 |          50 |       00:00:05 |       88.89% |              |       0.4782 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       88.89% |       25.00% |       0.7857 |       2.0755 |          0.0001 |
|      18 |          72 |       00:00:07 |       88.89% |       25.00% |       0.6801 |       2.0154 |          0.0001 |
|      23 |          90 |       00:00:09 |      100.00% |       25.00% |       0.4359 |       2.0117 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       77.78% |              |       0.4956 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       88.89% |       25.00% |       0.7019 |       2.0079 |      1.0000e-05 |
|      32 |         126 |       00:00:12 |       66.67% |       25.00% |       0.6595 |       2.0148 |      1.0000e-06 |
|      36 |         144 |       00:00:14 |       88.89% |       25.00% |       0.3501 |       2.0161 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       88.89% |              |       0.5082 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       88.89% |       25.00% |       0.6299 |       2.0155 |      1.0000e-07 |
|      45 |         180 |       00:00:17 |       88.89% |       25.00% |       0.5529 |       2.0154 |      1.0000e-07 |
|      50 |         198 |       00:00:19 |       66.67% |       25.00% |       1.0032 |       2.0150 |      1.0000e-07 |
|      50 |         200 |       00:00:19 |       88.89% |              |       0.4139 |              |      1.0000e-07 |
|      54 |         216 |       00:00:21 |       88.89% |       25.00% |       0.4868 |       2.0150 |      1.0000e-08 |
|      59 |         234 |       00:00:22 |       66.67% |       25.00% |       0.8250 |       2.0150 |      1.0000e-08 |
|      63 |         250 |       00:00:24 |      100.00% |              |       0.3815 |              |      1.0000e-09 |
|      63 |         252 |       00:00:24 |      100.00% |       25.00% |       0.4819 |       2.0150 |      1.0000e-09 |
|      68 |         270 |       00:00:26 |      100.00% |       25.00% |       0.5113 |       2.0150 |      1.0000e-09 |
|      72 |         288 |       00:00:27 |       88.89% |       25.00% |       0.4079 |       2.0150 |      1.0000e-10 |
|      75 |         300 |       00:00:29 |       77.78% |              |       0.6721 |              |      1.0000e-10 |
|      77 |         306 |       00:00:29 |       77.78% |       25.00% |       0.7087 |       2.0150 |      1.0000e-10 |
|      81 |         324 |       00:00:31 |       66.67% |       25.00% |       0.8727 |       2.0150 |      1.0000e-11 |
|      86 |         342 |       00:00:33 |       88.89% |       25.00% |       0.5330 |       2.0150 |      1.0000e-11 |
|      88 |         350 |       00:00:33 |       88.89% |              |       0.5172 |              |      1.0000e-11 |
|      90 |         360 |       00:00:34 |       88.89% |       25.00% |       0.4142 |       2.0150 |      1.0000e-11 |
|      95 |         378 |       00:00:36 |       88.89% |       25.00% |       0.4410 |       2.0150 |      1.0000e-12 |
|      99 |         396 |       00:00:38 |       88.89% |       25.00% |       0.3861 |       2.0150 |      1.0000e-12 |
|     100 |         400 |       00:00:38 |       88.89% |       25.00% |       0.4539 |       2.0150 |      1.0000e-12 |
|======================================================================================================================|
