Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       40.00% |       28.57% |       0.7833 |       0.6998 |          0.0010 |
|       5 |          50 |       00:00:27 |       90.00% |       71.43% |       0.3581 |       0.5619 |          0.0010 |
|      10 |         100 |       00:00:52 |       90.00% |       71.43% |       0.2924 |       0.4499 |          0.0010 |
|      14 |         150 |       00:01:17 |       80.00% |       85.71% |       0.3152 |       0.4786 |          0.0001 |
|      19 |         200 |       00:01:43 |       80.00% |       85.71% |       0.2812 |       0.3347 |          0.0001 |
|      23 |         250 |       00:02:08 |       90.00% |       80.95% |       0.2434 |       0.3816 |      1.0000e-05 |
|      28 |         300 |       00:02:34 |       90.00% |       85.71% |       0.2553 |       0.3805 |      1.0000e-05 |
|      32 |         350 |       00:02:59 |      100.00% |       85.71% |       0.0939 |       0.3471 |      1.0000e-06 |
|      37 |         400 |       00:03:25 |       90.00% |       85.71% |       0.2075 |       0.3590 |      1.0000e-06 |
|      41 |         450 |       00:03:50 |      100.00% |       85.71% |       0.0413 |       0.3562 |      1.0000e-07 |
|      46 |         500 |       00:04:16 |       90.00% |       85.71% |       0.1289 |       0.4736 |      1.0000e-07 |
|      50 |         550 |       00:04:42 |      100.00% |       85.71% |       0.0754 |       0.3365 |      1.0000e-07 |
|      55 |         600 |       00:05:07 |       90.00% |       85.71% |       0.1287 |       0.3800 |      1.0000e-08 |
|      60 |         650 |       00:05:33 |       90.00% |       80.95% |       0.1208 |       0.4020 |      1.0000e-08 |
|      64 |         700 |       00:05:59 |       90.00% |       80.95% |       0.1372 |       0.5141 |      1.0000e-09 |
|      69 |         750 |       00:06:24 |      100.00% |       85.71% |       0.1126 |       0.3776 |      1.0000e-09 |
|      73 |         800 |       00:06:50 |       90.00% |       85.71% |       0.1699 |       0.3365 |      1.0000e-10 |
|      78 |         850 |       00:07:16 |      100.00% |       85.71% |       0.0393 |       0.3836 |      1.0000e-10 |
|      82 |         900 |       00:07:42 |      100.00% |       85.71% |       0.0637 |       0.3822 |      1.0000e-11 |
|      87 |         950 |       00:08:07 |      100.00% |       85.71% |       0.0817 |       0.3834 |      1.0000e-11 |
|      91 |        1000 |       00:08:34 |      100.00% |       80.95% |       0.1388 |       0.4035 |      1.0000e-12 |
|      96 |        1050 |       00:09:00 |       90.00% |       85.71% |       0.2330 |       0.3718 |      1.0000e-12 |
|     100 |        1100 |       00:09:25 |      100.00% |       85.71% |       0.0601 |       0.3592 |      1.0000e-12 |
|======================================================================================================================|
