Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       40.00% |       23.81% |       0.7667 |       0.8150 |          0.0010 |
|       5 |          50 |       00:00:26 |       90.00% |       71.43% |       0.2707 |       0.4963 |          0.0010 |
|      10 |         100 |       00:00:51 |       90.00% |       95.24% |       0.0953 |       0.2662 |          0.0010 |
|      14 |         150 |       00:01:16 |      100.00% |       85.71% |       0.0509 |       0.5136 |          0.0001 |
|      19 |         200 |       00:01:41 |       90.00% |       90.48% |       0.1841 |       0.3628 |          0.0001 |
|      23 |         250 |       00:02:05 |      100.00% |       90.48% |       0.0206 |       0.3601 |      1.0000e-05 |
|      28 |         300 |       00:02:30 |      100.00% |       85.71% |       0.0174 |       0.4261 |      1.0000e-05 |
|      32 |         350 |       00:02:56 |       90.00% |       95.24% |       0.1878 |       0.3254 |      1.0000e-06 |
|      37 |         400 |       00:03:21 |       90.00% |       95.24% |       0.1262 |       0.3433 |      1.0000e-06 |
|      41 |         450 |       00:03:46 |      100.00% |       95.24% |       0.0223 |       0.3362 |      1.0000e-07 |
|      46 |         500 |       00:04:11 |       90.00% |       90.48% |       0.2574 |       0.3633 |      1.0000e-07 |
|      50 |         550 |       00:04:36 |      100.00% |       90.48% |       0.0299 |       0.3691 |      1.0000e-07 |
|      55 |         600 |       00:05:01 |       90.00% |       95.24% |       0.2350 |       0.3261 |      1.0000e-08 |
|      60 |         650 |       00:05:26 |      100.00% |       90.48% |       0.0179 |       0.3855 |      1.0000e-08 |
|      64 |         700 |       00:05:52 |      100.00% |       90.48% |       0.0260 |       0.3953 |      1.0000e-09 |
|      69 |         750 |       00:06:16 |      100.00% |       95.24% |       0.0302 |       0.3253 |      1.0000e-09 |
|      73 |         800 |       00:06:41 |      100.00% |       95.24% |       0.0683 |       0.3443 |      1.0000e-10 |
|      78 |         850 |       00:07:06 |      100.00% |       95.24% |       0.0367 |       0.3263 |      1.0000e-10 |
|      82 |         900 |       00:07:32 |      100.00% |       95.24% |       0.0114 |       0.3263 |      1.0000e-11 |
|      87 |         950 |       00:07:57 |      100.00% |       90.48% |       0.0174 |       0.3864 |      1.0000e-11 |
|      91 |        1000 |       00:08:23 |      100.00% |       95.24% |       0.0131 |       0.3262 |      1.0000e-12 |
|      96 |        1050 |       00:08:48 |      100.00% |       95.24% |       0.0174 |       0.3253 |      1.0000e-12 |
|     100 |        1100 |       00:09:13 |      100.00% |       85.71% |       0.0199 |       0.4208 |      1.0000e-12 |
|======================================================================================================================|
