Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |        0.00% |       25.00% |       2.1097 |       2.0775 |          0.0010 |
|       5 |          18 |       00:00:02 |       44.44% |       25.00% |       1.7754 |       1.8060 |          0.0010 |
|       9 |          36 |       00:00:03 |       77.78% |       25.00% |       0.9970 |       1.7994 |          0.0010 |
|      13 |          50 |       00:00:05 |       33.33% |              |       1.2918 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       66.67% |       25.00% |       1.3631 |       1.6381 |          0.0001 |
|      18 |          72 |       00:00:07 |       66.67% |       25.00% |       1.0980 |       1.5834 |          0.0001 |
|      23 |          90 |       00:00:08 |       33.33% |       25.00% |       1.3730 |       1.5877 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       44.44% |              |       1.2300 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       33.33% |       25.00% |       1.3191 |       1.5835 |      1.0000e-05 |
|      32 |         126 |       00:00:12 |       55.56% |       25.00% |       1.6405 |       1.5833 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       55.56% |       25.00% |       1.1038 |       1.5831 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       44.44% |              |       1.3241 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       11.11% |       25.00% |       1.7105 |       1.5828 |      1.0000e-07 |
|      45 |         180 |       00:00:17 |       44.44% |       25.00% |       1.2847 |       1.5828 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |       22.22% |       25.00% |       1.6960 |       1.5827 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       55.56% |              |       1.3205 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |       77.78% |       25.00% |       1.1548 |       1.5827 |      1.0000e-08 |
|      59 |         234 |       00:00:22 |       77.78% |       25.00% |       1.2995 |       1.5827 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |       55.56% |              |       1.3379 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |       44.44% |       25.00% |       1.4006 |       1.5827 |      1.0000e-09 |
|      68 |         270 |       00:00:25 |       55.56% |       25.00% |       1.1255 |       1.5827 |      1.0000e-09 |
|      72 |         288 |       00:00:27 |       33.33% |       25.00% |       1.2886 |       1.5827 |      1.0000e-10 |
|      75 |         300 |       00:00:28 |       44.44% |              |       1.6678 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |       22.22% |       25.00% |       1.5661 |       1.5827 |      1.0000e-10 |
|      81 |         324 |       00:00:30 |       44.44% |       25.00% |       1.4795 |       1.5827 |      1.0000e-11 |
|      86 |         342 |       00:00:32 |       44.44% |       25.00% |       1.2699 |       1.5827 |      1.0000e-11 |
|      88 |         350 |       00:00:33 |       55.56% |              |       1.2224 |              |      1.0000e-11 |
|      90 |         360 |       00:00:34 |       55.56% |       25.00% |       1.1886 |       1.5827 |      1.0000e-11 |
|      95 |         378 |       00:00:35 |       44.44% |       25.00% |       1.6734 |       1.5827 |      1.0000e-12 |
|      99 |         396 |       00:00:37 |       44.44% |       25.00% |       1.3385 |       1.5827 |      1.0000e-12 |
|     100 |         400 |       00:00:37 |       44.44% |       25.00% |       1.3323 |       1.5827 |      1.0000e-12 |
|======================================================================================================================|
