Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |       25.00% |       2.1234 |       2.1498 |          0.0010 |
|       5 |          18 |       00:00:02 |       77.78% |       75.00% |       1.4850 |       1.3736 |          0.0010 |
|       9 |          36 |       00:00:04 |       88.89% |       75.00% |       0.6506 |       0.8149 |          0.0010 |
|      13 |          50 |       00:00:05 |       22.22% |              |       1.4479 |              |          0.0001 |
|      14 |          54 |       00:00:06 |       77.78% |       75.00% |       0.5594 |       0.6041 |          0.0001 |
|      18 |          72 |       00:00:08 |      100.00% |       75.00% |       0.3991 |       0.6278 |          0.0001 |
|      23 |          90 |       00:00:09 |      100.00% |       75.00% |       0.4318 |       0.5701 |      1.0000e-05 |
|      25 |         100 |       00:00:10 |       88.89% |              |       0.6748 |              |      1.0000e-05 |
|      27 |         108 |       00:00:11 |       77.78% |       75.00% |       0.7712 |       0.5883 |      1.0000e-05 |
|      32 |         126 |       00:00:13 |      100.00% |       75.00% |       0.4546 |       0.5942 |      1.0000e-06 |
|      36 |         144 |       00:00:15 |      100.00% |       75.00% |       0.5418 |       0.5923 |      1.0000e-06 |
|      38 |         150 |       00:00:15 |      100.00% |              |       0.4298 |              |      1.0000e-06 |
|      41 |         162 |       00:00:17 |       77.78% |       75.00% |       0.5146 |       0.5911 |      1.0000e-07 |
|      45 |         180 |       00:00:18 |       77.78% |       75.00% |       0.6814 |       0.5910 |      1.0000e-07 |
|      50 |         198 |       00:00:20 |      100.00% |       75.00% |       0.4654 |       0.5910 |      1.0000e-07 |
|      50 |         200 |       00:00:20 |       88.89% |              |       0.5636 |              |      1.0000e-07 |
|      54 |         216 |       00:00:22 |       88.89% |       75.00% |       0.4649 |       0.5909 |      1.0000e-08 |
|      59 |         234 |       00:00:24 |       77.78% |       75.00% |       0.5877 |       0.5909 |      1.0000e-08 |
|      63 |         250 |       00:00:25 |      100.00% |              |       0.4974 |              |      1.0000e-09 |
|      63 |         252 |       00:00:26 |      100.00% |       75.00% |       0.3429 |       0.5909 |      1.0000e-09 |
|      68 |         270 |       00:00:27 |       88.89% |       75.00% |       0.4697 |       0.5909 |      1.0000e-09 |
|      72 |         288 |       00:00:29 |      100.00% |       75.00% |       0.4337 |       0.5909 |      1.0000e-10 |
|      75 |         300 |       00:00:30 |       88.89% |              |       0.5429 |              |      1.0000e-10 |
|      77 |         306 |       00:00:31 |       77.78% |       75.00% |       0.6334 |       0.5909 |      1.0000e-10 |
|      81 |         324 |       00:00:33 |      100.00% |       75.00% |       0.3794 |       0.5909 |      1.0000e-11 |
|      86 |         342 |       00:00:35 |      100.00% |       75.00% |       0.5038 |       0.5909 |      1.0000e-11 |
|      88 |         350 |       00:00:36 |       88.89% |              |       0.6034 |              |      1.0000e-11 |
|      90 |         360 |       00:00:36 |      100.00% |       75.00% |       0.4744 |       0.5909 |      1.0000e-11 |
|      95 |         378 |       00:00:38 |      100.00% |       75.00% |       0.3736 |       0.5909 |      1.0000e-12 |
|      99 |         396 |       00:00:40 |       88.89% |       75.00% |       0.6716 |       0.5909 |      1.0000e-12 |
|     100 |         400 |       00:00:41 |       88.89% |       75.00% |       0.7560 |       0.5909 |      1.0000e-12 |
|======================================================================================================================|
