Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |        0.00% |       2.0963 |       2.2527 |          0.0010 |
|       5 |          18 |       00:00:02 |       33.33% |       25.00% |       1.6918 |       1.7228 |          0.0010 |
|       9 |          36 |       00:00:04 |       55.56% |       25.00% |       1.3758 |       1.3612 |          0.0010 |
|      13 |          50 |       00:00:05 |       66.67% |              |       1.4395 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       44.44% |       25.00% |       1.3836 |       1.2241 |          0.0001 |
|      18 |          72 |       00:00:07 |       55.56% |       25.00% |       1.4280 |       1.1590 |          0.0001 |
|      23 |          90 |       00:00:09 |       44.44% |       50.00% |       1.5601 |       1.1359 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       66.67% |              |       1.2764 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       77.78% |       25.00% |       1.0908 |       1.1403 |      1.0000e-05 |
|      32 |         126 |       00:00:12 |       66.67% |       25.00% |       1.1725 |       1.1424 |      1.0000e-06 |
|      36 |         144 |       00:00:14 |       44.44% |       25.00% |       1.3990 |       1.1419 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       33.33% |              |       1.5824 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       55.56% |       25.00% |       1.1092 |       1.1417 |      1.0000e-07 |
|      45 |         180 |       00:00:17 |       66.67% |       25.00% |       1.0866 |       1.1416 |      1.0000e-07 |
|      50 |         198 |       00:00:19 |       44.44% |       25.00% |       1.5597 |       1.1416 |      1.0000e-07 |
|      50 |         200 |       00:00:19 |       66.67% |              |       1.2291 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |       44.44% |       25.00% |       1.3562 |       1.1416 |      1.0000e-08 |
|      59 |         234 |       00:00:22 |       66.67% |       25.00% |       1.0290 |       1.1416 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |       44.44% |              |       1.3097 |              |      1.0000e-09 |
|      63 |         252 |       00:00:24 |       55.56% |       25.00% |       1.1408 |       1.1416 |      1.0000e-09 |
|      68 |         270 |       00:00:25 |       66.67% |       25.00% |       1.3547 |       1.1416 |      1.0000e-09 |
|      72 |         288 |       00:00:27 |       66.67% |       25.00% |       1.2204 |       1.1416 |      1.0000e-10 |
|      75 |         300 |       00:00:28 |       55.56% |              |       1.3293 |              |      1.0000e-10 |
|      77 |         306 |       00:00:29 |       55.56% |       25.00% |       1.1329 |       1.1416 |      1.0000e-10 |
|      81 |         324 |       00:00:30 |       33.33% |       25.00% |       1.3619 |       1.1416 |      1.0000e-11 |
|      86 |         342 |       00:00:32 |       55.56% |       25.00% |       1.2385 |       1.1416 |      1.0000e-11 |
|      88 |         350 |       00:00:33 |       55.56% |              |       1.1274 |              |      1.0000e-11 |
|      90 |         360 |       00:00:34 |       55.56% |       25.00% |       1.5482 |       1.1416 |      1.0000e-11 |
|      95 |         378 |       00:00:36 |       33.33% |       25.00% |       1.3651 |       1.1416 |      1.0000e-12 |
|      99 |         396 |       00:00:37 |       55.56% |       25.00% |       1.6647 |       1.1416 |      1.0000e-12 |
|     100 |         400 |       00:00:38 |       44.44% |       25.00% |       1.3766 |       1.1416 |      1.0000e-12 |
|======================================================================================================================|
