Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       22.22% |       25.00% |       2.1167 |       2.1412 |          0.0010 |
|       5 |          18 |       00:00:02 |       33.33% |       50.00% |       1.7494 |       1.6195 |          0.0010 |
|       9 |          36 |       00:00:03 |       44.44% |       50.00% |       1.2773 |       1.3647 |          0.0010 |
|      13 |          50 |       00:00:05 |       88.89% |              |       0.7900 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       55.56% |       50.00% |       0.9857 |       1.3300 |          0.0001 |
|      18 |          72 |       00:00:07 |       77.78% |       50.00% |       0.8817 |       1.2653 |          0.0001 |
|      23 |          90 |       00:00:08 |       88.89% |       50.00% |       0.7479 |       1.2721 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       77.78% |              |       0.9773 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       77.78% |       50.00% |       0.7451 |       1.2647 |      1.0000e-05 |
|      32 |         126 |       00:00:12 |       55.56% |       50.00% |       0.9006 |       1.2592 |      1.0000e-06 |
|      36 |         144 |       00:00:14 |       66.67% |       50.00% |       0.9244 |       1.2591 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       77.78% |              |       0.8071 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       33.33% |       50.00% |       1.2543 |       1.2593 |      1.0000e-07 |
|      45 |         180 |       00:00:17 |       77.78% |       50.00% |       0.8513 |       1.2594 |      1.0000e-07 |
|      50 |         198 |       00:00:19 |       88.89% |       50.00% |       0.5455 |       1.2594 |      1.0000e-07 |
|      50 |         200 |       00:00:19 |       77.78% |              |       0.8529 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |       66.67% |       50.00% |       1.0596 |       1.2594 |      1.0000e-08 |
|      59 |         234 |       00:00:22 |       66.67% |       50.00% |       1.0340 |       1.2594 |      1.0000e-08 |
|      63 |         250 |       00:00:24 |       77.78% |              |       0.7519 |              |      1.0000e-09 |
|      63 |         252 |       00:00:24 |       55.56% |       50.00% |       0.7667 |       1.2594 |      1.0000e-09 |
|      68 |         270 |       00:00:26 |       77.78% |       50.00% |       0.9081 |       1.2594 |      1.0000e-09 |
|      72 |         288 |       00:00:27 |       77.78% |       50.00% |       0.9295 |       1.2594 |      1.0000e-10 |
|      75 |         300 |       00:00:29 |       77.78% |              |       0.7384 |              |      1.0000e-10 |
|      77 |         306 |       00:00:29 |       66.67% |       50.00% |       0.9135 |       1.2594 |      1.0000e-10 |
|      81 |         324 |       00:00:31 |       88.89% |       50.00% |       0.4816 |       1.2594 |      1.0000e-11 |
|      86 |         342 |       00:00:33 |       66.67% |       50.00% |       0.9396 |       1.2594 |      1.0000e-11 |
|      88 |         350 |       00:00:33 |       77.78% |              |       0.6410 |              |      1.0000e-11 |
|      90 |         360 |       00:00:34 |       77.78% |       50.00% |       0.8626 |       1.2594 |      1.0000e-11 |
|      95 |         378 |       00:00:36 |       88.89% |       50.00% |       0.8834 |       1.2594 |      1.0000e-12 |
|      99 |         396 |       00:00:38 |      100.00% |       50.00% |       0.5781 |       1.2594 |      1.0000e-12 |
|     100 |         400 |       00:00:38 |       88.89% |       50.00% |       0.6809 |       1.2594 |      1.0000e-12 |
|======================================================================================================================|
