Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       22.22% |       25.00% |       2.0880 |       2.0622 |          0.0010 |
|       5 |          18 |       00:00:02 |       55.56% |        0.00% |       1.5302 |       2.4121 |          0.0010 |
|       9 |          36 |       00:00:03 |       66.67% |       25.00% |       1.1466 |       2.0411 |          0.0010 |
|      13 |          50 |       00:00:04 |       66.67% |              |       0.8314 |              |          0.0001 |
|      14 |          54 |       00:00:04 |       77.78% |       25.00% |       0.9827 |       2.0458 |          0.0001 |
|      18 |          72 |       00:00:06 |       66.67% |       25.00% |       0.7121 |       1.9959 |          0.0001 |
|      23 |          90 |       00:00:07 |       77.78% |       25.00% |       1.0952 |       1.9519 |      1.0000e-05 |
|      25 |         100 |       00:00:08 |       88.89% |              |       0.5454 |              |      1.0000e-05 |
|      27 |         108 |       00:00:09 |       66.67% |       25.00% |       0.8439 |       1.9533 |      1.0000e-05 |
|      32 |         126 |       00:00:10 |       88.89% |       25.00% |       0.5137 |       1.9526 |      1.0000e-06 |
|      36 |         144 |       00:00:12 |       88.89% |       25.00% |       0.5891 |       1.9511 |      1.0000e-06 |
|      38 |         150 |       00:00:12 |       88.89% |              |       0.8853 |              |      1.0000e-06 |
|      41 |         162 |       00:00:13 |       55.56% |       25.00% |       1.0748 |       1.9488 |      1.0000e-07 |
|      45 |         180 |       00:00:15 |       77.78% |       25.00% |       0.7849 |       1.9487 |      1.0000e-07 |
|      50 |         198 |       00:00:16 |       77.78% |       25.00% |       0.8238 |       1.9486 |      1.0000e-07 |
|      50 |         200 |       00:00:16 |       77.78% |              |       0.8486 |              |      1.0000e-07 |
|      54 |         216 |       00:00:18 |       88.89% |       25.00% |       0.8006 |       1.9486 |      1.0000e-08 |
|      59 |         234 |       00:00:19 |       88.89% |       25.00% |       0.9172 |       1.9486 |      1.0000e-08 |
|      63 |         250 |       00:00:20 |       77.78% |              |       0.6385 |              |      1.0000e-09 |
|      63 |         252 |       00:00:21 |       66.67% |       25.00% |       1.0899 |       1.9486 |      1.0000e-09 |
|      68 |         270 |       00:00:22 |       66.67% |       25.00% |       1.1144 |       1.9486 |      1.0000e-09 |
|      72 |         288 |       00:00:24 |       88.89% |       25.00% |       0.5850 |       1.9486 |      1.0000e-10 |
|      75 |         300 |       00:00:24 |       44.44% |              |       1.1472 |              |      1.0000e-10 |
|      77 |         306 |       00:00:25 |       77.78% |       25.00% |       0.6786 |       1.9486 |      1.0000e-10 |
|      81 |         324 |       00:00:26 |       88.89% |       25.00% |       0.8736 |       1.9486 |      1.0000e-11 |
|      86 |         342 |       00:00:28 |       77.78% |       25.00% |       0.7965 |       1.9486 |      1.0000e-11 |
|      88 |         350 |       00:00:28 |       66.67% |              |       1.3313 |              |      1.0000e-11 |
|      90 |         360 |       00:00:29 |       66.67% |       25.00% |       0.8660 |       1.9486 |      1.0000e-11 |
|      95 |         378 |       00:00:31 |       77.78% |       25.00% |       0.7351 |       1.9486 |      1.0000e-12 |
|      99 |         396 |       00:00:32 |       88.89% |       25.00% |       0.8698 |       1.9486 |      1.0000e-12 |
|     100 |         400 |       00:00:33 |       77.78% |       25.00% |       0.7121 |       1.9486 |      1.0000e-12 |
|======================================================================================================================|
