Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |        0.00% |       25.00% |       2.1151 |       2.0514 |          0.0010 |
|       5 |          18 |       00:00:02 |       44.44% |       25.00% |       1.9970 |       1.5739 |          0.0010 |
|       9 |          36 |       00:00:03 |       66.67% |       75.00% |       1.1785 |       0.8888 |          0.0010 |
|      13 |          50 |       00:00:04 |       55.56% |              |       1.1958 |              |          0.0001 |
|      14 |          54 |       00:00:04 |       77.78% |       75.00% |       0.8146 |       1.0263 |          0.0001 |
|      18 |          72 |       00:00:06 |       77.78% |       75.00% |       0.9220 |       0.7089 |          0.0001 |
|      23 |          90 |       00:00:07 |       55.56% |       75.00% |       1.2173 |       0.6981 |      1.0000e-05 |
|      25 |         100 |       00:00:08 |       66.67% |              |       0.9270 |              |      1.0000e-05 |
|      27 |         108 |       00:00:09 |       66.67% |       75.00% |       1.1014 |       0.6412 |      1.0000e-05 |
|      32 |         126 |       00:00:10 |       77.78% |       75.00% |       0.5982 |       0.6024 |      1.0000e-06 |
|      36 |         144 |       00:00:12 |       77.78% |       75.00% |       0.8112 |       0.6021 |      1.0000e-06 |
|      38 |         150 |       00:00:12 |       77.78% |              |       0.8597 |              |      1.0000e-06 |
|      41 |         162 |       00:00:13 |       55.56% |       75.00% |       1.1934 |       0.6021 |      1.0000e-07 |
|      45 |         180 |       00:00:15 |       55.56% |       75.00% |       1.0166 |       0.6022 |      1.0000e-07 |
|      50 |         198 |       00:00:16 |       77.78% |       75.00% |       0.8317 |       0.6022 |      1.0000e-07 |
|      50 |         200 |       00:00:16 |       77.78% |              |       0.6674 |              |      1.0000e-07 |
|      54 |         216 |       00:00:18 |       88.89% |       75.00% |       0.5987 |       0.6022 |      1.0000e-08 |
|      59 |         234 |       00:00:19 |       77.78% |       75.00% |       0.7828 |       0.6022 |      1.0000e-08 |
|      63 |         250 |       00:00:20 |       77.78% |              |       0.8039 |              |      1.0000e-09 |
|      63 |         252 |       00:00:21 |       55.56% |       75.00% |       0.8815 |       0.6022 |      1.0000e-09 |
|      68 |         270 |       00:00:22 |       88.89% |       75.00% |       0.4801 |       0.6022 |      1.0000e-09 |
|      72 |         288 |       00:00:24 |       77.78% |       75.00% |       0.9466 |       0.6022 |      1.0000e-10 |
|      75 |         300 |       00:00:25 |       55.56% |              |       1.1933 |              |      1.0000e-10 |
|      77 |         306 |       00:00:25 |       77.78% |       75.00% |       0.7763 |       0.6022 |      1.0000e-10 |
|      81 |         324 |       00:00:27 |       55.56% |       75.00% |       1.0978 |       0.6022 |      1.0000e-11 |
|      86 |         342 |       00:00:28 |       66.67% |       75.00% |       0.9169 |       0.6022 |      1.0000e-11 |
|      88 |         350 |       00:00:29 |       44.44% |              |       1.3008 |              |      1.0000e-11 |
|      90 |         360 |       00:00:30 |       55.56% |       75.00% |       1.1214 |       0.6022 |      1.0000e-11 |
|      95 |         378 |       00:00:31 |       55.56% |       75.00% |       1.1285 |       0.6022 |      1.0000e-12 |
|      99 |         396 |       00:00:33 |       66.67% |       75.00% |       1.0453 |       0.6022 |      1.0000e-12 |
|     100 |         400 |       00:00:33 |       66.67% |       75.00% |       0.7302 |       0.6022 |      1.0000e-12 |
|======================================================================================================================|
