Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       22.22% |       25.00% |       2.0238 |       2.1238 |          0.0010 |
|       5 |          18 |       00:00:02 |       66.67% |       25.00% |       1.2572 |       2.2269 |          0.0010 |
|       9 |          36 |       00:00:03 |      100.00% |       50.00% |       0.5659 |       1.1760 |          0.0010 |
|      13 |          50 |       00:00:04 |      100.00% |              |       0.6454 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       88.89% |       50.00% |       0.6395 |       1.0138 |          0.0001 |
|      18 |          72 |       00:00:06 |       88.89% |       75.00% |       0.8404 |       1.0177 |          0.0001 |
|      23 |          90 |       00:00:08 |      100.00% |       75.00% |       0.4803 |       0.9804 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       88.89% |              |       0.4347 |              |      1.0000e-05 |
|      27 |         108 |       00:00:09 |      100.00% |       75.00% |       0.2421 |       0.9685 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       66.67% |       75.00% |       0.6608 |       0.9582 |      1.0000e-06 |
|      36 |         144 |       00:00:12 |      100.00% |       75.00% |       0.3837 |       0.9568 |      1.0000e-06 |
|      38 |         150 |       00:00:13 |      100.00% |              |       0.4165 |              |      1.0000e-06 |
|      41 |         162 |       00:00:14 |      100.00% |       75.00% |       0.2550 |       0.9554 |      1.0000e-07 |
|      45 |         180 |       00:00:15 |       88.89% |       75.00% |       0.4586 |       0.9551 |      1.0000e-07 |
|      50 |         198 |       00:00:17 |      100.00% |       75.00% |       0.3178 |       0.9551 |      1.0000e-07 |
|      50 |         200 |       00:00:17 |      100.00% |              |       0.3951 |              |      1.0000e-07 |
|      54 |         216 |       00:00:18 |       66.67% |       75.00% |       0.9003 |       0.9550 |      1.0000e-08 |
|      59 |         234 |       00:00:20 |       77.78% |       75.00% |       0.5643 |       0.9550 |      1.0000e-08 |
|      63 |         250 |       00:00:21 |      100.00% |              |       0.3578 |              |      1.0000e-09 |
|      63 |         252 |       00:00:21 |      100.00% |       75.00% |       0.4117 |       0.9550 |      1.0000e-09 |
|      68 |         270 |       00:00:23 |       88.89% |       75.00% |       0.5312 |       0.9550 |      1.0000e-09 |
|      72 |         288 |       00:00:24 |       88.89% |       75.00% |       0.4913 |       0.9550 |      1.0000e-10 |
|      75 |         300 |       00:00:25 |       88.89% |              |       0.3389 |              |      1.0000e-10 |
|      77 |         306 |       00:00:26 |      100.00% |       75.00% |       0.3777 |       0.9550 |      1.0000e-10 |
|      81 |         324 |       00:00:27 |       77.78% |       75.00% |       0.7868 |       0.9550 |      1.0000e-11 |
|      86 |         342 |       00:00:29 |      100.00% |       75.00% |       0.2891 |       0.9550 |      1.0000e-11 |
|      88 |         350 |       00:00:30 |      100.00% |              |       0.3203 |              |      1.0000e-11 |
|      90 |         360 |       00:00:30 |       88.89% |       75.00% |       0.3472 |       0.9550 |      1.0000e-11 |
|      95 |         378 |       00:00:32 |      100.00% |       75.00% |       0.3649 |       0.9550 |      1.0000e-12 |
|      99 |         396 |       00:00:33 |       88.89% |       75.00% |       0.4094 |       0.9550 |      1.0000e-12 |
|     100 |         400 |       00:00:34 |       77.78% |       75.00% |       0.6544 |       0.9550 |      1.0000e-12 |
|======================================================================================================================|
