Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |        0.00% |       2.1844 |       2.1059 |          0.0010 |
|       5 |          18 |       00:00:02 |       77.78% |       25.00% |       1.2636 |       1.2716 |          0.0010 |
|       9 |          36 |       00:00:03 |       77.78% |      100.00% |       0.7449 |       0.4575 |          0.0010 |
|      13 |          50 |       00:00:04 |      100.00% |              |       0.3767 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       77.78% |      100.00% |       0.8320 |       0.4138 |          0.0001 |
|      18 |          72 |       00:00:06 |      100.00% |      100.00% |       0.2576 |       0.4749 |          0.0001 |
|      23 |          90 |       00:00:08 |       88.89% |      100.00% |       0.3807 |       0.4947 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       88.89% |              |       0.3099 |              |      1.0000e-05 |
|      27 |         108 |       00:00:09 |       88.89% |      100.00% |       0.3012 |       0.4720 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |      100.00% |      100.00% |       0.3033 |       0.4512 |      1.0000e-06 |
|      36 |         144 |       00:00:12 |      100.00% |      100.00% |       0.3238 |       0.4503 |      1.0000e-06 |
|      38 |         150 |       00:00:13 |      100.00% |              |       0.1824 |              |      1.0000e-06 |
|      41 |         162 |       00:00:14 |      100.00% |      100.00% |       0.2437 |       0.4491 |      1.0000e-07 |
|      45 |         180 |       00:00:15 |      100.00% |      100.00% |       0.1950 |       0.4491 |      1.0000e-07 |
|      50 |         198 |       00:00:17 |      100.00% |      100.00% |       0.2689 |       0.4492 |      1.0000e-07 |
|      50 |         200 |       00:00:17 |       88.89% |              |       0.2974 |              |      1.0000e-07 |
|      54 |         216 |       00:00:19 |      100.00% |      100.00% |       0.3747 |       0.4492 |      1.0000e-08 |
|      59 |         234 |       00:00:20 |      100.00% |      100.00% |       0.1769 |       0.4492 |      1.0000e-08 |
|      63 |         250 |       00:00:21 |      100.00% |              |       0.2786 |              |      1.0000e-09 |
|      63 |         252 |       00:00:22 |       88.89% |      100.00% |       0.3907 |       0.4492 |      1.0000e-09 |
|      68 |         270 |       00:00:23 |      100.00% |      100.00% |       0.2075 |       0.4492 |      1.0000e-09 |
|      72 |         288 |       00:00:25 |       88.89% |      100.00% |       0.3960 |       0.4492 |      1.0000e-10 |
|      75 |         300 |       00:00:26 |      100.00% |              |       0.2460 |              |      1.0000e-10 |
|      77 |         306 |       00:00:26 |      100.00% |      100.00% |       0.2193 |       0.4492 |      1.0000e-10 |
|      81 |         324 |       00:00:27 |      100.00% |      100.00% |       0.3535 |       0.4492 |      1.0000e-11 |
|      86 |         342 |       00:00:29 |       88.89% |      100.00% |       0.3374 |       0.4492 |      1.0000e-11 |
|      88 |         350 |       00:00:30 |      100.00% |              |       0.2143 |              |      1.0000e-11 |
|      90 |         360 |       00:00:30 |      100.00% |      100.00% |       0.1820 |       0.4492 |      1.0000e-11 |
|      95 |         378 |       00:00:32 |       88.89% |      100.00% |       0.3343 |       0.4492 |      1.0000e-12 |
|      99 |         396 |       00:00:34 |       77.78% |      100.00% |       0.5933 |       0.4492 |      1.0000e-12 |
|     100 |         400 |       00:00:34 |      100.00% |      100.00% |       0.1437 |       0.4492 |      1.0000e-12 |
|======================================================================================================================|
