Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |        0.00% |        0.00% |       2.2021 |       2.0296 |          0.0010 |
|       5 |          18 |       00:00:02 |       88.89% |        0.00% |       1.3113 |       2.3438 |          0.0010 |
|       9 |          36 |       00:00:04 |       88.89% |        0.00% |       0.5976 |       1.7861 |          0.0010 |
|      13 |          50 |       00:00:05 |      100.00% |              |       0.3783 |              |          0.0001 |
|      14 |          54 |       00:00:06 |      100.00% |        0.00% |       0.3717 |       1.5877 |          0.0001 |
|      18 |          72 |       00:00:08 |       77.78% |        0.00% |       0.6569 |       1.4779 |          0.0001 |
|      23 |          90 |       00:00:09 |       77.78% |        0.00% |       0.5638 |       1.4147 |      1.0000e-05 |
|      25 |         100 |       00:00:10 |       77.78% |              |       0.6133 |              |      1.0000e-05 |
|      27 |         108 |       00:00:11 |      100.00% |        0.00% |       0.3214 |       1.4047 |      1.0000e-05 |
|      32 |         126 |       00:00:13 |       55.56% |        0.00% |       0.9928 |       1.4036 |      1.0000e-06 |
|      36 |         144 |       00:00:15 |      100.00% |        0.00% |       0.4546 |       1.4020 |      1.0000e-06 |
|      38 |         150 |       00:00:15 |       88.89% |              |       0.3865 |              |      1.0000e-06 |
|      41 |         162 |       00:00:16 |      100.00% |        0.00% |       0.4912 |       1.4017 |      1.0000e-07 |
|      45 |         180 |       00:00:18 |       77.78% |        0.00% |       0.6518 |       1.4015 |      1.0000e-07 |
|      50 |         198 |       00:00:20 |       77.78% |        0.00% |       0.6271 |       1.4014 |      1.0000e-07 |
|      50 |         200 |       00:00:20 |       88.89% |              |       0.3235 |              |      1.0000e-07 |
|      54 |         216 |       00:00:22 |      100.00% |        0.00% |       0.4670 |       1.4013 |      1.0000e-08 |
|      59 |         234 |       00:00:24 |       88.89% |        0.00% |       0.3780 |       1.4013 |      1.0000e-08 |
|      63 |         250 |       00:00:25 |      100.00% |              |       0.3462 |              |      1.0000e-09 |
|      63 |         252 |       00:00:25 |       66.67% |        0.00% |       0.7711 |       1.4013 |      1.0000e-09 |
|      68 |         270 |       00:00:27 |      100.00% |        0.00% |       0.5201 |       1.4013 |      1.0000e-09 |
|      72 |         288 |       00:00:29 |       88.89% |        0.00% |       0.8441 |       1.4013 |      1.0000e-10 |
|      75 |         300 |       00:00:30 |       66.67% |              |       0.6969 |              |      1.0000e-10 |
|      77 |         306 |       00:00:31 |       88.89% |        0.00% |       0.4450 |       1.4013 |      1.0000e-10 |
|      81 |         324 |       00:00:33 |       88.89% |        0.00% |       0.4441 |       1.4013 |      1.0000e-11 |
|      86 |         342 |       00:00:35 |      100.00% |        0.00% |       0.3291 |       1.4013 |      1.0000e-11 |
|      88 |         350 |       00:00:36 |      100.00% |              |       0.1941 |              |      1.0000e-11 |
|      90 |         360 |       00:00:37 |       66.67% |        0.00% |       1.0264 |       1.4013 |      1.0000e-11 |
|      95 |         378 |       00:00:39 |       88.89% |        0.00% |       0.5713 |       1.4013 |      1.0000e-12 |
|      99 |         396 |       00:00:41 |       88.89% |        0.00% |       0.4382 |       1.4013 |      1.0000e-12 |
|     100 |         400 |       00:00:41 |      100.00% |        0.00% |       0.4895 |       1.4013 |      1.0000e-12 |
|======================================================================================================================|
