Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        9.09% |       10.00% |       2.8412 |       2.8950 |          0.0010 |
|       6 |          22 |       00:00:08 |       72.73% |       20.00% |       1.8424 |       2.4753 |          0.0010 |
|      11 |          44 |       00:00:16 |       54.55% |       40.00% |       1.2996 |       2.0825 |          0.0001 |
|      13 |          50 |       00:00:18 |       63.64% |              |       1.0719 |              |          0.0001 |
|      17 |          66 |       00:00:23 |       81.82% |       40.00% |       1.1320 |       2.0553 |          0.0001 |
|      22 |          88 |       00:00:31 |       90.91% |       40.00% |       0.7826 |       2.0358 |      1.0000e-05 |
|      25 |         100 |       00:00:35 |       81.82% |              |       1.0452 |              |      1.0000e-05 |
|      28 |         110 |       00:00:39 |       90.91% |       40.00% |       0.9606 |       2.0312 |      1.0000e-05 |
|      33 |         132 |       00:00:47 |       72.73% |       40.00% |       0.9538 |       2.0298 |      1.0000e-06 |
|      38 |         150 |       00:00:53 |       72.73% |              |       1.1208 |              |      1.0000e-06 |
|      39 |         154 |       00:00:54 |       72.73% |       40.00% |       1.0250 |       2.0294 |      1.0000e-06 |
|      44 |         176 |       00:01:02 |       72.73% |       40.00% |       1.3852 |       2.0292 |      1.0000e-07 |
|      50 |         198 |       00:01:10 |       72.73% |       40.00% |       1.1897 |       2.0292 |      1.0000e-07 |
|      50 |         200 |       00:01:11 |       81.82% |              |       1.1469 |              |      1.0000e-07 |
|      55 |         220 |       00:01:18 |       90.91% |       40.00% |       0.9543 |       2.0292 |      1.0000e-08 |
|      61 |         242 |       00:01:25 |       81.82% |       40.00% |       1.0180 |       2.0292 |      1.0000e-09 |
|      63 |         250 |       00:01:28 |       81.82% |              |       0.8209 |              |      1.0000e-09 |
|      66 |         264 |       00:01:33 |       72.73% |       40.00% |       0.8544 |       2.0292 |      1.0000e-09 |
|      72 |         286 |       00:01:41 |       90.91% |       40.00% |       0.7969 |       2.0292 |      1.0000e-10 |
|      75 |         300 |       00:01:46 |       81.82% |              |       0.9385 |              |      1.0000e-10 |
|      77 |         308 |       00:01:48 |      100.00% |       40.00% |       0.7374 |       2.0292 |      1.0000e-10 |
|      83 |         330 |       00:01:56 |       90.91% |       40.00% |       0.7168 |       2.0292 |      1.0000e-11 |
|      88 |         350 |       00:02:03 |       72.73% |              |       0.8573 |              |      1.0000e-11 |
|      88 |         352 |       00:02:04 |       72.73% |       40.00% |       0.8084 |       2.0292 |      1.0000e-11 |
|      94 |         374 |       00:02:12 |      100.00% |       40.00% |       0.8178 |       2.0292 |      1.0000e-12 |
|      99 |         396 |       00:02:19 |       90.91% |       40.00% |       0.7741 |       2.0292 |      1.0000e-12 |
|     100 |         400 |       00:02:21 |       90.91% |       40.00% |       0.8143 |       2.0292 |      1.0000e-12 |
|======================================================================================================================|
