Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |        0.00% |       2.8672 |       2.9849 |          0.0010 |
|       6 |          22 |       00:00:08 |       45.45% |       30.00% |       2.0123 |       2.5192 |          0.0010 |
|      11 |          44 |       00:00:16 |       81.82% |       50.00% |       1.1063 |       1.8818 |          0.0001 |
|      13 |          50 |       00:00:18 |       81.82% |              |       1.1311 |              |          0.0001 |
|      17 |          66 |       00:00:23 |       90.91% |       50.00% |       1.1782 |       1.8142 |          0.0001 |
|      22 |          88 |       00:00:31 |       72.73% |       50.00% |       1.1024 |       1.7628 |      1.0000e-05 |
|      25 |         100 |       00:00:35 |       81.82% |              |       1.0793 |              |      1.0000e-05 |
|      28 |         110 |       00:00:39 |       63.64% |       50.00% |       1.1175 |       1.7579 |      1.0000e-05 |
|      33 |         132 |       00:00:46 |       81.82% |       50.00% |       1.2420 |       1.7561 |      1.0000e-06 |
|      38 |         150 |       00:00:53 |       90.91% |              |       0.9746 |              |      1.0000e-06 |
|      39 |         154 |       00:00:54 |       90.91% |       50.00% |       0.7231 |       1.7557 |      1.0000e-06 |
|      44 |         176 |       00:01:02 |       81.82% |       50.00% |       0.9939 |       1.7555 |      1.0000e-07 |
|      50 |         198 |       00:01:10 |       81.82% |       50.00% |       0.8835 |       1.7555 |      1.0000e-07 |
|      50 |         200 |       00:01:11 |       81.82% |              |       0.9856 |              |      1.0000e-07 |
|      55 |         220 |       00:01:18 |       81.82% |       50.00% |       0.8959 |       1.7555 |      1.0000e-08 |
|      61 |         242 |       00:01:25 |       90.91% |       50.00% |       1.1181 |       1.7555 |      1.0000e-09 |
|      63 |         250 |       00:01:28 |       72.73% |              |       1.2074 |              |      1.0000e-09 |
|      66 |         264 |       00:01:33 |       72.73% |       50.00% |       1.1704 |       1.7555 |      1.0000e-09 |
|      72 |         286 |       00:01:41 |       81.82% |       50.00% |       0.8434 |       1.7555 |      1.0000e-10 |
|      75 |         300 |       00:01:46 |       90.91% |              |       1.0142 |              |      1.0000e-10 |
|      77 |         308 |       00:01:49 |       45.45% |       50.00% |       1.1077 |       1.7555 |      1.0000e-10 |
|      83 |         330 |       00:01:56 |       72.73% |       50.00% |       0.9814 |       1.7555 |      1.0000e-11 |
|      88 |         350 |       00:02:03 |       90.91% |              |       1.0727 |              |      1.0000e-11 |
|      88 |         352 |       00:02:04 |       81.82% |       50.00% |       1.1595 |       1.7555 |      1.0000e-11 |
|      94 |         374 |       00:02:12 |       81.82% |       50.00% |       1.3088 |       1.7555 |      1.0000e-12 |
|      99 |         396 |       00:02:20 |       81.82% |       50.00% |       0.9395 |       1.7555 |      1.0000e-12 |
|     100 |         400 |       00:02:22 |       81.82% |       50.00% |       0.8843 |       1.7555 |      1.0000e-12 |
|======================================================================================================================|
