Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        9.09% |        0.00% |       2.8177 |       2.8353 |          0.0010 |
|       6 |          22 |       00:00:07 |       36.36% |        0.00% |       2.1430 |       2.7144 |          0.0010 |
|      11 |          44 |       00:00:15 |       54.55% |       10.00% |       1.8058 |       2.3845 |          0.0001 |
|      13 |          50 |       00:00:17 |       27.27% |              |       1.7308 |              |          0.0001 |
|      17 |          66 |       00:00:22 |       27.27% |       10.00% |       2.0785 |       2.4637 |          0.0001 |
|      22 |          88 |       00:00:29 |       45.45% |       10.00% |       1.8748 |       2.4155 |      1.0000e-05 |
|      25 |         100 |       00:00:33 |       27.27% |              |       2.0271 |              |      1.0000e-05 |
|      28 |         110 |       00:00:37 |       36.36% |       20.00% |       1.8491 |       2.4393 |      1.0000e-05 |
|      33 |         132 |       00:00:44 |       36.36% |       20.00% |       1.9928 |       2.4429 |      1.0000e-06 |
|      38 |         150 |       00:00:50 |       45.45% |              |       1.4894 |              |      1.0000e-06 |
|      39 |         154 |       00:00:51 |       36.36% |       20.00% |       1.8545 |       2.4414 |      1.0000e-06 |
|      44 |         176 |       00:00:58 |       36.36% |       20.00% |       1.8382 |       2.4409 |      1.0000e-07 |
|      50 |         198 |       00:01:06 |       72.73% |       20.00% |       1.5248 |       2.4408 |      1.0000e-07 |
|      50 |         200 |       00:01:06 |       45.45% |              |       1.8622 |              |      1.0000e-07 |
|      55 |         220 |       00:01:13 |       18.18% |       20.00% |       1.9526 |       2.4408 |      1.0000e-08 |
|      61 |         242 |       00:01:20 |       63.64% |       20.00% |       1.6947 |       2.4408 |      1.0000e-09 |
|      63 |         250 |       00:01:23 |       45.45% |              |       1.7616 |              |      1.0000e-09 |
|      66 |         264 |       00:01:27 |       27.27% |       20.00% |       1.8403 |       2.4408 |      1.0000e-09 |
|      72 |         286 |       00:01:35 |       45.45% |       20.00% |       1.6876 |       2.4408 |      1.0000e-10 |
|      75 |         300 |       00:01:39 |       45.45% |              |       1.6769 |              |      1.0000e-10 |
|      77 |         308 |       00:01:42 |       54.55% |       20.00% |       1.8563 |       2.4408 |      1.0000e-10 |
|      83 |         330 |       00:01:49 |       63.64% |       20.00% |       1.4961 |       2.4408 |      1.0000e-11 |
|      88 |         350 |       00:01:56 |       45.45% |              |       1.5546 |              |      1.0000e-11 |
|      88 |         352 |       00:01:57 |       54.55% |       20.00% |       1.5772 |       2.4408 |      1.0000e-11 |
|      94 |         374 |       00:02:04 |       36.36% |       20.00% |       1.8672 |       2.4408 |      1.0000e-12 |
|      99 |         396 |       00:02:11 |       54.55% |       20.00% |       1.5445 |       2.4408 |      1.0000e-12 |
|     100 |         400 |       00:02:13 |       54.55% |       20.00% |       1.5449 |       2.4408 |      1.0000e-12 |
|======================================================================================================================|
