Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       40.00% |       57.14% |       0.7644 |       0.6863 |          0.0010 |
|       5 |          50 |       00:00:24 |       60.00% |       66.67% |       0.7088 |       0.6197 |          0.0010 |
|      10 |         100 |       00:00:47 |       90.00% |       66.67% |       0.2971 |       0.6389 |          0.0010 |
|      14 |         150 |       00:01:10 |       80.00% |       76.19% |       0.5260 |       0.5467 |          0.0001 |
|      19 |         200 |       00:01:34 |      100.00% |       76.19% |       0.1899 |       0.5836 |          0.0001 |
|      23 |         250 |       00:01:57 |       80.00% |       76.19% |       0.5993 |       0.6046 |      1.0000e-05 |
|      28 |         300 |       00:02:20 |       70.00% |       76.19% |       0.6264 |       0.5856 |      1.0000e-05 |
|      32 |         350 |       00:02:43 |       60.00% |       71.43% |       0.6436 |       0.6454 |      1.0000e-06 |
|      37 |         400 |       00:03:06 |      100.00% |       76.19% |       0.2157 |       0.5829 |      1.0000e-06 |
|      41 |         450 |       00:03:30 |       80.00% |       71.43% |       0.3975 |       0.6212 |      1.0000e-07 |
|      46 |         500 |       00:03:53 |      100.00% |       76.19% |       0.2317 |       0.5745 |      1.0000e-07 |
|      50 |         550 |       00:04:17 |       90.00% |       71.43% |       0.2127 |       0.6377 |      1.0000e-07 |
|      55 |         600 |       00:04:40 |       90.00% |       76.19% |       0.2256 |       0.6125 |      1.0000e-08 |
|      60 |         650 |       00:05:04 |       70.00% |       76.19% |       0.6142 |       0.6192 |      1.0000e-08 |
|      64 |         700 |       00:05:27 |       90.00% |       71.43% |       0.2853 |       0.6274 |      1.0000e-09 |
|      69 |         750 |       00:05:51 |       80.00% |       76.19% |       0.4049 |       0.6256 |      1.0000e-09 |
|      73 |         800 |       00:06:15 |       80.00% |       71.43% |       0.4586 |       0.6640 |      1.0000e-10 |
|      78 |         850 |       00:06:38 |       80.00% |       76.19% |       0.3909 |       0.6140 |      1.0000e-10 |
|      82 |         900 |       00:07:02 |       90.00% |       76.19% |       0.3909 |       0.6125 |      1.0000e-11 |
|      87 |         950 |       00:07:26 |       80.00% |       76.19% |       0.6315 |       0.6468 |      1.0000e-11 |
|      91 |        1000 |       00:07:50 |       80.00% |       76.19% |       0.4326 |       0.6206 |      1.0000e-12 |
|      96 |        1050 |       00:08:13 |       90.00% |       76.19% |       0.3717 |       0.6256 |      1.0000e-12 |
|     100 |        1100 |       00:08:37 |       60.00% |       76.19% |       0.5626 |       0.6125 |      1.0000e-12 |
|======================================================================================================================|
