Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       60.00% |       38.10% |       0.7174 |       0.7410 |          0.0010 |
|       5 |          50 |       00:00:26 |       80.00% |       76.19% |       0.4056 |       0.4623 |          0.0010 |
|      10 |         100 |       00:00:51 |      100.00% |       76.19% |       0.0988 |       0.5143 |          0.0010 |
|      14 |         150 |       00:01:16 |      100.00% |       90.48% |       0.0913 |       0.2417 |          0.0001 |
|      19 |         200 |       00:01:41 |      100.00% |       85.71% |       0.0128 |       0.3467 |          0.0001 |
|      23 |         250 |       00:02:06 |      100.00% |       80.95% |       0.0251 |       0.6130 |      1.0000e-05 |
|      28 |         300 |       00:02:31 |      100.00% |       80.95% |       0.0179 |       0.6257 |      1.0000e-05 |
|      32 |         350 |       00:02:56 |      100.00% |       80.95% |       0.0379 |       0.6317 |      1.0000e-06 |
|      37 |         400 |       00:03:21 |      100.00% |       80.95% |       0.0139 |       0.6481 |      1.0000e-06 |
|      41 |         450 |       00:03:46 |      100.00% |       80.95% |       0.0176 |       0.6496 |      1.0000e-07 |
|      46 |         500 |       00:04:11 |      100.00% |       80.95% |       0.0270 |       0.6441 |      1.0000e-07 |
|      50 |         550 |       00:04:35 |      100.00% |       80.95% |       0.0187 |       0.6436 |      1.0000e-07 |
|      55 |         600 |       00:05:00 |      100.00% |       80.95% |       0.0166 |       0.5188 |      1.0000e-08 |
|      60 |         650 |       00:05:25 |      100.00% |       80.95% |       0.0188 |       0.6988 |      1.0000e-08 |
|      64 |         700 |       00:05:50 |      100.00% |       80.95% |       0.0117 |       0.6423 |      1.0000e-09 |
|      69 |         750 |       00:06:15 |       90.00% |       80.95% |       0.0880 |       0.7666 |      1.0000e-09 |
|      73 |         800 |       00:06:40 |      100.00% |       80.95% |       0.0421 |       0.6495 |      1.0000e-10 |
|      78 |         850 |       00:07:06 |       90.00% |       80.95% |       0.0993 |       0.5188 |      1.0000e-10 |
|      82 |         900 |       00:07:31 |      100.00% |       80.95% |       0.0569 |       0.6435 |      1.0000e-11 |
|      87 |         950 |       00:07:56 |      100.00% |       80.95% |       0.0134 |       0.6402 |      1.0000e-11 |
|      91 |        1000 |       00:08:21 |      100.00% |       80.95% |       0.0251 |       0.6488 |      1.0000e-12 |
|      96 |        1050 |       00:08:46 |      100.00% |       80.95% |       0.0123 |       0.6528 |      1.0000e-12 |
|     100 |        1100 |       00:09:12 |      100.00% |       80.95% |       0.0160 |       0.6988 |      1.0000e-12 |
|======================================================================================================================|
