Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       20.00% |       28.57% |       1.8001 |       1.7540 |          0.0010 |
|       5 |          50 |       00:00:25 |       40.00% |       28.57% |       1.0915 |       1.4551 |          0.0010 |
|      10 |         100 |       00:00:49 |       60.00% |       42.86% |       1.0984 |       1.3738 |          0.0010 |
|      14 |         150 |       00:01:13 |       80.00% |       42.86% |       0.6133 |       1.4388 |          0.0001 |
|      19 |         200 |       00:01:36 |       70.00% |       52.38% |       0.5776 |       1.2761 |          0.0001 |
|      23 |         250 |       00:02:00 |       70.00% |       47.62% |       0.9223 |       1.3758 |      1.0000e-05 |
|      28 |         300 |       00:02:24 |       90.00% |       47.62% |       0.5849 |       1.4310 |      1.0000e-05 |
|      32 |         350 |       00:02:47 |      100.00% |       52.38% |       0.2222 |       1.3235 |      1.0000e-06 |
|      37 |         400 |       00:03:11 |       80.00% |       52.38% |       0.5149 |       1.3301 |      1.0000e-06 |
|      41 |         450 |       00:03:35 |       90.00% |       52.38% |       0.4526 |       1.4114 |      1.0000e-07 |
|      46 |         500 |       00:03:59 |       90.00% |       57.14% |       0.4150 |       1.4238 |      1.0000e-07 |
|      50 |         550 |       00:04:23 |       90.00% |       52.38% |       0.4465 |       1.3513 |      1.0000e-07 |
|      55 |         600 |       00:04:47 |      100.00% |       47.62% |       0.3999 |       1.4513 |      1.0000e-08 |
|      60 |         650 |       00:05:11 |       80.00% |       47.62% |       0.7462 |       1.5107 |      1.0000e-08 |
|      64 |         700 |       00:05:34 |       50.00% |       52.38% |       1.3457 |       1.3938 |      1.0000e-09 |
|      69 |         750 |       00:05:58 |       70.00% |       57.14% |       1.1252 |       1.2564 |      1.0000e-09 |
|      73 |         800 |       00:06:22 |       90.00% |       47.62% |       0.3706 |       1.4227 |      1.0000e-10 |
|      78 |         850 |       00:06:46 |       90.00% |       52.38% |       0.4611 |       1.3513 |      1.0000e-10 |
|      82 |         900 |       00:07:11 |       90.00% |       52.38% |       0.4180 |       1.3938 |      1.0000e-11 |
|      87 |         950 |       00:07:35 |       80.00% |       52.38% |       0.4532 |       1.4420 |      1.0000e-11 |
|      91 |        1000 |       00:07:59 |       70.00% |       52.38% |       0.6770 |       1.4292 |      1.0000e-12 |
|      96 |        1050 |       00:08:23 |       80.00% |       52.38% |       0.5195 |       1.3117 |      1.0000e-12 |
|     100 |        1100 |       00:08:48 |       60.00% |       52.38% |       1.0577 |       1.3558 |      1.0000e-12 |
|======================================================================================================================|
