Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       30.00% |       47.62% |       1.0941 |       1.0596 |          0.0010 |
|       5 |          50 |       00:00:25 |       90.00% |       76.19% |       0.4396 |       0.5583 |          0.0010 |
|      10 |         100 |       00:00:50 |       90.00% |       85.71% |       0.3610 |       0.4533 |          0.0010 |
|      14 |         150 |       00:01:14 |      100.00% |       90.48% |       0.0251 |       0.3547 |          0.0001 |
|      19 |         200 |       00:01:39 |       70.00% |       85.71% |       0.6332 |       0.4202 |          0.0001 |
|      23 |         250 |       00:02:03 |       80.00% |       85.71% |       0.5797 |       0.4420 |      1.0000e-05 |
|      28 |         300 |       00:02:28 |      100.00% |       85.71% |       0.0554 |       0.4147 |      1.0000e-05 |
|      32 |         350 |       00:02:52 |      100.00% |       85.71% |       0.0426 |       0.4014 |      1.0000e-06 |
|      37 |         400 |       00:03:16 |      100.00% |       85.71% |       0.0621 |       0.4395 |      1.0000e-06 |
|      41 |         450 |       00:03:41 |      100.00% |       85.71% |       0.0588 |       0.4465 |      1.0000e-07 |
|      46 |         500 |       00:04:05 |       90.00% |       85.71% |       0.1948 |       0.4189 |      1.0000e-07 |
|      50 |         550 |       00:04:30 |      100.00% |       90.48% |       0.0292 |       0.3375 |      1.0000e-07 |
|      55 |         600 |       00:04:54 |      100.00% |       90.48% |       0.0304 |       0.3489 |      1.0000e-08 |
|      60 |         650 |       00:05:18 |      100.00% |       90.48% |       0.0496 |       0.3418 |      1.0000e-08 |
|      64 |         700 |       00:05:43 |       90.00% |       90.48% |       0.1411 |       0.3383 |      1.0000e-09 |
|      69 |         750 |       00:06:07 |      100.00% |       85.71% |       0.0389 |       0.4192 |      1.0000e-09 |
|      73 |         800 |       00:06:32 |       90.00% |       90.48% |       0.3969 |       0.3251 |      1.0000e-10 |
|      78 |         850 |       00:06:56 |      100.00% |       85.71% |       0.0412 |       0.4189 |      1.0000e-10 |
|      82 |         900 |       00:07:21 |       90.00% |       85.71% |       0.2473 |       0.4283 |      1.0000e-11 |
|      87 |         950 |       00:07:46 |      100.00% |       90.48% |       0.0286 |       0.3383 |      1.0000e-11 |
|      91 |        1000 |       00:08:10 |      100.00% |       85.71% |       0.0473 |       0.4189 |      1.0000e-12 |
|      96 |        1050 |       00:08:35 |      100.00% |       90.48% |       0.0256 |       0.3535 |      1.0000e-12 |
|     100 |        1100 |       00:08:59 |       90.00% |       90.48% |       0.1816 |       0.3541 |      1.0000e-12 |
|======================================================================================================================|
