Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       40.00% |       42.86% |       1.0742 |       1.0456 |          0.0010 |
|       5 |          50 |       00:00:25 |       70.00% |       76.19% |       0.5395 |       0.4269 |          0.0010 |
|      10 |         100 |       00:00:50 |      100.00% |       95.24% |       0.0702 |       0.1433 |          0.0010 |
|      14 |         150 |       00:01:14 |      100.00% |      100.00% |       0.0485 |       0.0410 |          0.0001 |
|      19 |         200 |       00:01:39 |      100.00% |       85.71% |       0.0371 |       0.3028 |          0.0001 |
|      23 |         250 |       00:02:03 |      100.00% |       90.48% |       0.0145 |       0.2670 |      1.0000e-05 |
|      28 |         300 |       00:02:29 |      100.00% |       90.48% |       0.0137 |       0.2696 |      1.0000e-05 |
|      32 |         350 |       00:02:54 |      100.00% |       90.48% |       0.0243 |       0.2428 |      1.0000e-06 |
|      37 |         400 |       00:03:18 |      100.00% |       90.48% |       0.0179 |       0.2436 |      1.0000e-06 |
|      41 |         450 |       00:03:42 |      100.00% |       85.71% |       0.0134 |       0.2994 |      1.0000e-07 |
|      46 |         500 |       00:04:07 |      100.00% |       90.48% |       0.0119 |       0.2440 |      1.0000e-07 |
|      50 |         550 |       00:04:31 |      100.00% |       85.71% |       0.0155 |       0.2851 |      1.0000e-07 |
|      55 |         600 |       00:04:56 |      100.00% |       85.71% |       0.0137 |       0.2792 |      1.0000e-08 |
|      60 |         650 |       00:05:20 |      100.00% |       95.24% |       0.0047 |       0.0585 |      1.0000e-08 |
|      64 |         700 |       00:05:45 |      100.00% |       90.48% |       0.0373 |       0.2439 |      1.0000e-09 |
|      69 |         750 |       00:06:11 |      100.00% |       85.71% |       0.0105 |       0.2847 |      1.0000e-09 |
|      73 |         800 |       00:06:36 |      100.00% |       90.48% |       0.0432 |       0.2731 |      1.0000e-10 |
|      78 |         850 |       00:07:00 |      100.00% |       85.71% |       0.0130 |       0.2835 |      1.0000e-10 |
|      82 |         900 |       00:07:25 |      100.00% |       85.71% |       0.0189 |       0.2994 |      1.0000e-11 |
|      87 |         950 |       00:07:50 |      100.00% |       90.48% |       0.0350 |       0.2439 |      1.0000e-11 |
|      91 |        1000 |       00:08:14 |      100.00% |       90.48% |       0.0169 |       0.2439 |      1.0000e-12 |
|      96 |        1050 |       00:08:39 |      100.00% |       85.71% |       0.0125 |       0.3267 |      1.0000e-12 |
|     100 |        1100 |       00:09:04 |       90.00% |       85.71% |       0.1728 |       0.2863 |      1.0000e-12 |
|======================================================================================================================|
