Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       10.00% |       38.10% |       1.2476 |       1.0924 |          0.0010 |
|       5 |          50 |       00:00:25 |       90.00% |       80.95% |       0.3762 |       0.3870 |          0.0010 |
|      10 |         100 |       00:00:49 |       80.00% |       85.71% |       0.3297 |       0.3462 |          0.0010 |
|      14 |         150 |       00:01:13 |       90.00% |       90.48% |       0.1195 |       0.1490 |          0.0001 |
|      19 |         200 |       00:01:38 |      100.00% |       95.24% |       0.0598 |       0.0884 |          0.0001 |
|      23 |         250 |       00:02:02 |      100.00% |      100.00% |       0.0123 |       0.0229 |      1.0000e-05 |
|      28 |         300 |       00:02:27 |      100.00% |       90.48% |       0.0483 |       0.1338 |      1.0000e-05 |
|      32 |         350 |       00:02:51 |       90.00% |       95.24% |       0.2498 |       0.0645 |      1.0000e-06 |
|      37 |         400 |       00:03:15 |      100.00% |       95.24% |       0.0332 |       0.1906 |      1.0000e-06 |
|      41 |         450 |       00:03:40 |      100.00% |      100.00% |       0.0309 |       0.0205 |      1.0000e-07 |
|      46 |         500 |       00:04:05 |      100.00% |       95.24% |       0.0280 |       0.0965 |      1.0000e-07 |
|      50 |         550 |       00:04:29 |      100.00% |       95.24% |       0.0139 |       0.0843 |      1.0000e-07 |
|      55 |         600 |       00:04:53 |      100.00% |      100.00% |       0.0165 |       0.0461 |      1.0000e-08 |
|      60 |         650 |       00:05:18 |      100.00% |       95.24% |       0.0418 |       0.0642 |      1.0000e-08 |
|      64 |         700 |       00:05:43 |      100.00% |       90.48% |       0.0570 |       0.2541 |      1.0000e-09 |
|      69 |         750 |       00:06:08 |       90.00% |      100.00% |       0.1794 |       0.0311 |      1.0000e-09 |
|      73 |         800 |       00:06:32 |      100.00% |       90.48% |       0.0298 |       0.1279 |      1.0000e-10 |
|      78 |         850 |       00:06:57 |      100.00% |       90.48% |       0.0419 |       0.1290 |      1.0000e-10 |
|      82 |         900 |       00:07:22 |      100.00% |       95.24% |       0.0527 |       0.0760 |      1.0000e-11 |
|      87 |         950 |       00:07:47 |      100.00% |       95.24% |       0.0119 |       0.0642 |      1.0000e-11 |
|      91 |        1000 |       00:08:11 |      100.00% |       95.24% |       0.0420 |       0.0705 |      1.0000e-12 |
|      96 |        1050 |       00:08:36 |      100.00% |       95.24% |       0.0383 |       0.1180 |      1.0000e-12 |
|     100 |        1100 |       00:09:00 |      100.00% |      100.00% |       0.0107 |       0.0311 |      1.0000e-12 |
|======================================================================================================================|
