Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |        0.00% |        0.00% |       2.1024 |       2.1669 |          0.0010 |
|       5 |          18 |       00:00:02 |       55.56% |        0.00% |       1.7348 |       1.8886 |          0.0010 |
|       9 |          36 |       00:00:04 |       44.44% |       50.00% |       1.0679 |       1.1053 |          0.0010 |
|      13 |          50 |       00:00:05 |      100.00% |              |       0.6366 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       88.89% |       75.00% |       0.5007 |       0.8994 |          0.0001 |
|      18 |          72 |       00:00:07 |       88.89% |       50.00% |       0.4801 |       0.9297 |          0.0001 |
|      23 |          90 |       00:00:08 |      100.00% |       75.00% |       0.4269 |       0.8561 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |      100.00% |              |       0.4592 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |      100.00% |       75.00% |       0.3641 |       0.8710 |      1.0000e-05 |
|      32 |         126 |       00:00:12 |       66.67% |       75.00% |       0.6942 |       0.8732 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       77.78% |       75.00% |       0.5411 |       0.8738 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       88.89% |              |       0.5214 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       88.89% |       75.00% |       0.5228 |       0.8728 |      1.0000e-07 |
|      45 |         180 |       00:00:17 |      100.00% |       75.00% |       0.3841 |       0.8726 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |      100.00% |       75.00% |       0.3163 |       0.8727 |      1.0000e-07 |
|      50 |         200 |       00:00:19 |      100.00% |              |       0.5172 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |      100.00% |       75.00% |       0.3721 |       0.8727 |      1.0000e-08 |
|      59 |         234 |       00:00:22 |      100.00% |       75.00% |       0.4069 |       0.8727 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |       88.89% |              |       0.4212 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |      100.00% |       75.00% |       0.2834 |       0.8727 |      1.0000e-09 |
|      68 |         270 |       00:00:25 |       77.78% |       75.00% |       0.5999 |       0.8727 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |      100.00% |       75.00% |       0.4775 |       0.8727 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |       88.89% |              |       0.5930 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |      100.00% |       75.00% |       0.4595 |       0.8727 |      1.0000e-10 |
|      81 |         324 |       00:00:30 |       88.89% |       75.00% |       0.6138 |       0.8727 |      1.0000e-11 |
|      86 |         342 |       00:00:31 |      100.00% |       75.00% |       0.3900 |       0.8727 |      1.0000e-11 |
|      88 |         350 |       00:00:32 |      100.00% |              |       0.4015 |              |      1.0000e-11 |
|      90 |         360 |       00:00:33 |      100.00% |       75.00% |       0.3461 |       0.8727 |      1.0000e-11 |
|      95 |         378 |       00:00:34 |      100.00% |       75.00% |       0.3673 |       0.8727 |      1.0000e-12 |
|      99 |         396 |       00:00:36 |      100.00% |       75.00% |       0.4899 |       0.8727 |      1.0000e-12 |
|     100 |         400 |       00:00:36 |      100.00% |       75.00% |       0.4212 |       0.8727 |      1.0000e-12 |
|======================================================================================================================|
