Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |        0.00% |       2.1202 |       2.1083 |          0.0010 |
|       5 |          18 |       00:00:02 |       55.56% |       25.00% |       1.8016 |       1.9399 |          0.0010 |
|       9 |          36 |       00:00:03 |       33.33% |       25.00% |       1.5640 |       1.9536 |          0.0010 |
|      13 |          50 |       00:00:05 |       66.67% |              |       1.1837 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       44.44% |       25.00% |       1.1070 |       1.7753 |          0.0001 |
|      18 |          72 |       00:00:07 |       88.89% |       25.00% |       0.9420 |       1.5926 |          0.0001 |
|      23 |          90 |       00:00:08 |       66.67% |       25.00% |       0.9379 |       1.7374 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       44.44% |              |       1.2769 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       44.44% |       25.00% |       1.2314 |       1.6720 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       44.44% |       25.00% |       1.1066 |       1.6622 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       77.78% |       25.00% |       1.0167 |       1.6599 |      1.0000e-06 |
|      38 |         150 |       00:00:13 |       77.78% |              |       0.8678 |              |      1.0000e-06 |
|      41 |         162 |       00:00:14 |       77.78% |       25.00% |       0.9599 |       1.6570 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |       44.44% |       25.00% |       1.3071 |       1.6565 |      1.0000e-07 |
|      50 |         198 |       00:00:17 |       77.78% |       25.00% |       1.0973 |       1.6559 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       44.44% |              |       1.1780 |              |      1.0000e-07 |
|      54 |         216 |       00:00:19 |       44.44% |       25.00% |       1.2667 |       1.6559 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |       55.56% |       25.00% |       1.0604 |       1.6559 |      1.0000e-08 |
|      63 |         250 |       00:00:22 |       44.44% |              |       1.5224 |              |      1.0000e-09 |
|      63 |         252 |       00:00:22 |       77.78% |       25.00% |       1.0001 |       1.6559 |      1.0000e-09 |
|      68 |         270 |       00:00:24 |       33.33% |       25.00% |       1.2986 |       1.6559 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |       77.78% |       25.00% |       0.9710 |       1.6559 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |       55.56% |              |       0.9959 |              |      1.0000e-10 |
|      77 |         306 |       00:00:27 |       55.56% |       25.00% |       1.3535 |       1.6559 |      1.0000e-10 |
|      81 |         324 |       00:00:29 |       44.44% |       25.00% |       1.4528 |       1.6559 |      1.0000e-11 |
|      86 |         342 |       00:00:30 |       66.67% |       25.00% |       1.0594 |       1.6559 |      1.0000e-11 |
|      88 |         350 |       00:00:31 |       66.67% |              |       1.1106 |              |      1.0000e-11 |
|      90 |         360 |       00:00:32 |       66.67% |       25.00% |       1.0354 |       1.6559 |      1.0000e-11 |
|      95 |         378 |       00:00:34 |       55.56% |       25.00% |       1.1173 |       1.6559 |      1.0000e-12 |
|      99 |         396 |       00:00:35 |       88.89% |       25.00% |       0.8866 |       1.6559 |      1.0000e-12 |
|     100 |         400 |       00:00:36 |       55.56% |       25.00% |       1.1032 |       1.6559 |      1.0000e-12 |
|======================================================================================================================|
