Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       33.33% |        0.00% |       2.0204 |       2.1881 |          0.0010 |
|       5 |          18 |       00:00:02 |       22.22% |        0.00% |       1.8571 |       2.3582 |          0.0010 |
|       9 |          36 |       00:00:03 |       44.44% |       25.00% |       1.4916 |       2.0673 |          0.0010 |
|      13 |          50 |       00:00:05 |       66.67% |              |       1.1223 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       44.44% |       25.00% |       1.0733 |       1.5408 |          0.0001 |
|      18 |          72 |       00:00:07 |       55.56% |       25.00% |       1.0417 |       1.7017 |          0.0001 |
|      23 |          90 |       00:00:08 |       88.89% |       25.00% |       0.8757 |       1.7425 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       66.67% |              |       0.9046 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       55.56% |       25.00% |       0.9332 |       1.7243 |      1.0000e-05 |
|      32 |         126 |       00:00:12 |       44.44% |       25.00% |       1.1069 |       1.7562 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       77.78% |       25.00% |       0.7683 |       1.7567 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       55.56% |              |       0.9735 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       66.67% |       25.00% |       0.8655 |       1.7593 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |       77.78% |       25.00% |       0.9163 |       1.7589 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |       33.33% |       25.00% |       1.2732 |       1.7592 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       77.78% |              |       0.6293 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |       22.22% |       25.00% |       1.5021 |       1.7590 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |       55.56% |       25.00% |       0.9521 |       1.7590 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |       66.67% |              |       0.8099 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |       55.56% |       25.00% |       1.0793 |       1.7590 |      1.0000e-09 |
|      68 |         270 |       00:00:25 |       66.67% |       25.00% |       0.9404 |       1.7590 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |       77.78% |       25.00% |       0.9031 |       1.7590 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |       55.56% |              |       1.0806 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |       55.56% |       25.00% |       1.0172 |       1.7590 |      1.0000e-10 |
|      81 |         324 |       00:00:30 |       77.78% |       25.00% |       0.6118 |       1.7590 |      1.0000e-11 |
|      86 |         342 |       00:00:31 |       88.89% |       25.00% |       0.6103 |       1.7590 |      1.0000e-11 |
|      88 |         350 |       00:00:32 |       77.78% |              |       0.7434 |              |      1.0000e-11 |
|      90 |         360 |       00:00:33 |       33.33% |       25.00% |       1.6300 |       1.7590 |      1.0000e-11 |
|      95 |         378 |       00:00:35 |       55.56% |       25.00% |       1.0821 |       1.7590 |      1.0000e-12 |
|      99 |         396 |       00:00:36 |       77.78% |       25.00% |       0.5617 |       1.7590 |      1.0000e-12 |
|     100 |         400 |       00:00:37 |       88.89% |       25.00% |       0.5716 |       1.7590 |      1.0000e-12 |
|======================================================================================================================|
