Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       11.11% |        0.00% |       2.0941 |       2.0881 |          0.0010 |
|       5 |          18 |       00:00:02 |       33.33% |       50.00% |       1.8015 |       1.6626 |          0.0010 |
|       9 |          36 |       00:00:03 |       55.56% |       50.00% |       1.1695 |       1.2178 |          0.0010 |
|      13 |          50 |       00:00:05 |       66.67% |              |       0.7111 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       33.33% |       50.00% |       1.2331 |       1.1637 |          0.0001 |
|      18 |          72 |       00:00:07 |       66.67% |       50.00% |       1.1349 |       1.1850 |          0.0001 |
|      23 |          90 |       00:00:08 |       88.89% |       50.00% |       0.8798 |       1.1576 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       55.56% |              |       1.2946 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       55.56% |       50.00% |       1.0689 |       1.1408 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       77.78% |       50.00% |       0.6237 |       1.1319 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |      100.00% |       50.00% |       0.6927 |       1.1309 |      1.0000e-06 |
|      38 |         150 |       00:00:13 |       66.67% |              |       0.6482 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       77.78% |       50.00% |       0.7991 |       1.1305 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |       77.78% |       50.00% |       0.6266 |       1.1304 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |       88.89% |       50.00% |       0.7060 |       1.1303 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       77.78% |              |       0.7589 |              |      1.0000e-07 |
|      54 |         216 |       00:00:19 |       77.78% |       50.00% |       0.6191 |       1.1303 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |       66.67% |       50.00% |       0.8984 |       1.1303 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |       88.89% |              |       0.6741 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |       55.56% |       50.00% |       1.0880 |       1.1303 |      1.0000e-09 |
|      68 |         270 |       00:00:24 |       66.67% |       50.00% |       0.7828 |       1.1303 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |       44.44% |       50.00% |       1.0119 |       1.1303 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |       66.67% |              |       0.7972 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |       77.78% |       50.00% |       0.8787 |       1.1303 |      1.0000e-10 |
|      81 |         324 |       00:00:29 |       77.78% |       50.00% |       0.6753 |       1.1303 |      1.0000e-11 |
|      86 |         342 |       00:00:31 |       77.78% |       50.00% |       0.6315 |       1.1303 |      1.0000e-11 |
|      88 |         350 |       00:00:32 |       77.78% |              |       0.6442 |              |      1.0000e-11 |
|      90 |         360 |       00:00:32 |       44.44% |       50.00% |       1.2309 |       1.1303 |      1.0000e-11 |
|      95 |         378 |       00:00:34 |      100.00% |       50.00% |       0.4481 |       1.1303 |      1.0000e-12 |
|      99 |         396 |       00:00:36 |       88.89% |       50.00% |       0.6977 |       1.1303 |      1.0000e-12 |
|     100 |         400 |       00:00:36 |       77.78% |       50.00% |       0.7783 |       1.1303 |      1.0000e-12 |
|======================================================================================================================|
