Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |        0.00% |       25.00% |       2.1503 |       2.0161 |          0.0010 |
|       5 |          18 |       00:00:02 |       66.67% |        0.00% |       1.5405 |       2.1321 |          0.0010 |
|       9 |          36 |       00:00:03 |       66.67% |       25.00% |       1.1054 |       1.8114 |          0.0010 |
|      13 |          50 |       00:00:05 |       66.67% |              |       0.7320 |              |          0.0001 |
|      14 |          54 |       00:00:05 |       66.67% |       25.00% |       0.7142 |       1.7753 |          0.0001 |
|      18 |          72 |       00:00:07 |       66.67% |       25.00% |       0.8907 |       1.6694 |          0.0001 |
|      23 |          90 |       00:00:08 |       77.78% |       25.00% |       0.7154 |       1.6758 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |       66.67% |              |       0.6949 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |       77.78% |       25.00% |       0.6124 |       1.6575 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       77.78% |       25.00% |       0.7392 |       1.6393 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       88.89% |       25.00% |       0.6131 |       1.6389 |      1.0000e-06 |
|      38 |         150 |       00:00:14 |       77.78% |              |       0.6770 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |       55.56% |       25.00% |       0.9676 |       1.6381 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |       55.56% |       25.00% |       0.7231 |       1.6381 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |       88.89% |       25.00% |       0.5507 |       1.6382 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |       88.89% |              |       0.6601 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |      100.00% |       25.00% |       0.4312 |       1.6382 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |       88.89% |       25.00% |       0.5443 |       1.6382 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |       77.78% |              |       0.6358 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |       77.78% |       25.00% |       0.5860 |       1.6382 |      1.0000e-09 |
|      68 |         270 |       00:00:24 |       55.56% |       25.00% |       0.7685 |       1.6382 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |       88.89% |       25.00% |       0.6112 |       1.6382 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |       77.78% |              |       0.6802 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |       88.89% |       25.00% |       0.4780 |       1.6382 |      1.0000e-10 |
|      81 |         324 |       00:00:29 |       66.67% |       25.00% |       0.8544 |       1.6382 |      1.0000e-11 |
|      86 |         342 |       00:00:31 |       55.56% |       25.00% |       0.8823 |       1.6382 |      1.0000e-11 |
|      88 |         350 |       00:00:31 |       77.78% |              |       0.4795 |              |      1.0000e-11 |
|      90 |         360 |       00:00:32 |      100.00% |       25.00% |       0.5362 |       1.6382 |      1.0000e-11 |
|      95 |         378 |       00:00:34 |       88.89% |       25.00% |       0.6231 |       1.6382 |      1.0000e-12 |
|      99 |         396 |       00:00:36 |       77.78% |       25.00% |       0.6135 |       1.6382 |      1.0000e-12 |
|     100 |         400 |       00:00:36 |       88.89% |       25.00% |       0.6214 |       1.6382 |      1.0000e-12 |
|======================================================================================================================|
