Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |       22.22% |       25.00% |       2.1293 |       1.9676 |          0.0010 |
|       5 |          18 |       00:00:02 |       77.78% |       25.00% |       1.3928 |       1.5315 |          0.0010 |
|       9 |          36 |       00:00:03 |       77.78% |       50.00% |       0.7863 |       1.0103 |          0.0010 |
|      13 |          50 |       00:00:05 |       88.89% |              |       0.5101 |              |          0.0001 |
|      14 |          54 |       00:00:05 |      100.00% |       75.00% |       0.4583 |       0.6686 |          0.0001 |
|      18 |          72 |       00:00:07 |      100.00% |       75.00% |       0.2611 |       0.6808 |          0.0001 |
|      23 |          90 |       00:00:08 |      100.00% |       75.00% |       0.3057 |       0.6147 |      1.0000e-05 |
|      25 |         100 |       00:00:09 |      100.00% |              |       0.3293 |              |      1.0000e-05 |
|      27 |         108 |       00:00:10 |      100.00% |       75.00% |       0.3064 |       0.6175 |      1.0000e-05 |
|      32 |         126 |       00:00:11 |       88.89% |       75.00% |       0.3665 |       0.6236 |      1.0000e-06 |
|      36 |         144 |       00:00:13 |       88.89% |       75.00% |       0.4492 |       0.6245 |      1.0000e-06 |
|      38 |         150 |       00:00:13 |      100.00% |              |       0.2398 |              |      1.0000e-06 |
|      41 |         162 |       00:00:15 |      100.00% |       75.00% |       0.2337 |       0.6265 |      1.0000e-07 |
|      45 |         180 |       00:00:16 |      100.00% |       75.00% |       0.3221 |       0.6266 |      1.0000e-07 |
|      50 |         198 |       00:00:18 |      100.00% |       75.00% |       0.2870 |       0.6266 |      1.0000e-07 |
|      50 |         200 |       00:00:18 |      100.00% |              |       0.2011 |              |      1.0000e-07 |
|      54 |         216 |       00:00:20 |       88.89% |       75.00% |       0.3871 |       0.6266 |      1.0000e-08 |
|      59 |         234 |       00:00:21 |      100.00% |       75.00% |       0.3317 |       0.6266 |      1.0000e-08 |
|      63 |         250 |       00:00:23 |      100.00% |              |       0.2761 |              |      1.0000e-09 |
|      63 |         252 |       00:00:23 |      100.00% |       75.00% |       0.2875 |       0.6266 |      1.0000e-09 |
|      68 |         270 |       00:00:25 |       88.89% |       75.00% |       0.2275 |       0.6266 |      1.0000e-09 |
|      72 |         288 |       00:00:26 |      100.00% |       75.00% |       0.2390 |       0.6266 |      1.0000e-10 |
|      75 |         300 |       00:00:27 |      100.00% |              |       0.3154 |              |      1.0000e-10 |
|      77 |         306 |       00:00:28 |       77.78% |       75.00% |       0.5944 |       0.6266 |      1.0000e-10 |
|      81 |         324 |       00:00:30 |      100.00% |       75.00% |       0.2556 |       0.6266 |      1.0000e-11 |
|      86 |         342 |       00:00:31 |      100.00% |       75.00% |       0.2822 |       0.6266 |      1.0000e-11 |
|      88 |         350 |       00:00:32 |       88.89% |              |       0.3431 |              |      1.0000e-11 |
|      90 |         360 |       00:00:33 |      100.00% |       75.00% |       0.2481 |       0.6266 |      1.0000e-11 |
|      95 |         378 |       00:00:35 |      100.00% |       75.00% |       0.2569 |       0.6266 |      1.0000e-12 |
|      99 |         396 |       00:00:37 |      100.00% |       75.00% |       0.3009 |       0.6266 |      1.0000e-12 |
|     100 |         400 |       00:00:37 |      100.00% |       75.00% |       0.2635 |       0.6266 |      1.0000e-12 |
|======================================================================================================================|
