Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |        0.00% |       28.57% |       1.8017 |       1.7661 |          0.0010 |
|       5 |          50 |       00:00:25 |       10.00% |       33.33% |       1.8710 |       1.4925 |          0.0010 |
|      10 |         100 |       00:00:49 |       50.00% |       33.33% |       1.3280 |       1.3734 |          0.0010 |
|      14 |         150 |       00:01:12 |       40.00% |       38.10% |       1.3505 |       1.2869 |          0.0001 |
|      19 |         200 |       00:01:35 |       30.00% |       38.10% |       1.4262 |       1.2628 |          0.0001 |
|      23 |         250 |       00:01:58 |       40.00% |       33.33% |       1.2511 |       1.3133 |      1.0000e-05 |
|      28 |         300 |       00:02:22 |       50.00% |       33.33% |       1.3499 |       1.2800 |      1.0000e-05 |
|      32 |         350 |       00:02:45 |       40.00% |       38.10% |       1.3434 |       1.2608 |      1.0000e-06 |
|      37 |         400 |       00:03:08 |       50.00% |       28.57% |       1.0848 |       1.2971 |      1.0000e-06 |
|      41 |         450 |       00:03:32 |       50.00% |       33.33% |       1.3269 |       1.2945 |      1.0000e-07 |
|      46 |         500 |       00:03:56 |       30.00% |       33.33% |       1.3367 |       1.3567 |      1.0000e-07 |
|      50 |         550 |       00:04:20 |       60.00% |       33.33% |       1.1090 |       1.2767 |      1.0000e-07 |
|      55 |         600 |       00:04:44 |       30.00% |       33.33% |       1.4917 |       1.2623 |      1.0000e-08 |
|      60 |         650 |       00:05:07 |       50.00% |       33.33% |       1.4693 |       1.2927 |      1.0000e-08 |
|      64 |         700 |       00:05:31 |       40.00% |       33.33% |       1.2354 |       1.2465 |      1.0000e-09 |
|      69 |         750 |       00:05:55 |       30.00% |       28.57% |       1.3785 |       1.2979 |      1.0000e-09 |
|      73 |         800 |       00:06:19 |       20.00% |       33.33% |       1.7159 |       1.2927 |      1.0000e-10 |
|      78 |         850 |       00:06:42 |       40.00% |       33.33% |       1.3704 |       1.3307 |      1.0000e-10 |
|      82 |         900 |       00:07:06 |       50.00% |       38.10% |       1.4255 |       1.2289 |      1.0000e-11 |
|      87 |         950 |       00:07:29 |       20.00% |       33.33% |       1.5932 |       1.3028 |      1.0000e-11 |
|      91 |        1000 |       00:07:53 |       20.00% |       28.57% |       1.4097 |       1.2979 |      1.0000e-12 |
|      96 |        1050 |       00:08:17 |       40.00% |       33.33% |       1.1694 |       1.2841 |      1.0000e-12 |
|     100 |        1100 |       00:08:41 |       50.00% |       33.33% |       1.3363 |       1.2942 |      1.0000e-12 |
|======================================================================================================================|
